laua,laua_name,All Premises,All Matched Premises,SFBB availability (% premises),UFBB (100Mbit/s) availability (% premises),UFBB availability (% premises),Full Fibre availability (% premises),Gigabit availability (% premises),% of premises unable to receive 2Mbit/s,% of premises unable to receive 5Mbit/s,% of premises unable to receive 10Mbit/s,% of premises unable to receive 30Mbit/s,% of premises below the USO,% of premises with NGA,% of premises able to receive decent broadband from FWA,Number of premises with SFBB availability,Number of premises with UFBB (100Mbit/s) availability,Number of premises with UFBB availability,Number of premises with Full Fibre availability,Number of premises with Gigabit availability,Number of premises unable to receive 2Mbit/s,Number of premises unable to receive 5Mbit/s,Number of premises unable to receive 10Mbit/s,Number of premises unable to receive 30Mbit/s,Number of premises below the USO,Number of premises with NGA,Number of premises able to receive decent broadband from FWA,Number of premises with 30<300Mbit/s download speed,Number of premises with >=300Mbit/s download speed,Number of premises with 0<2Mbit/s download speed,Number of premises with 2<5Mbit/s download speed,Number of premises with 5<10Mbit/s download speed,Number of premises with 10<30Mbit/s download speed,% of premises with 30<300Mbit/s download speed,% of premises with >=300Mbit/s download speed,% of premises with 0<2Mbit/s download speed,% of premises with 2<5Mbit/s download speed,% of premises with 5<10Mbit/s download speed,% of premises with 10<30Mbit/s download speed
E07000116,TUNBRIDGE WELLS,54324,54260,96,76,74.3,62.1,71.7,0.1,0.4,1,3.9,0.3,99.2,0.1,52130,41313,40377,33733,38936,45,241,527,2130,140,53871,78,11753,40377,45,196,286,1603,21.6,74.3,0.1,0.4,0.5,3
E07000077,UTTLESFORD,41673,41605,95.6,64.6,62.7,46.4,61.1,0.2,0.5,1.5,4.3,0.5,97.5,1.5,39828,26900,26109,19322,25472,80,212,612,1777,191,40621,626,13719,26109,80,132,400,1165,32.9,62.7,0.2,0.3,1,2.8
W06000014,VALE OF GLAMORGAN,64324,64194,97.8,83.2,82.3,73.8,81.2,0.2,0.9,1.1,2,0.2,98.8,10.1,62927,53547,52952,47459,52240,130,567,714,1267,131,63525,6521,9975,52952,130,437,147,553,15.5,82.3,0.2,0.7,0.2,0.9
E07000180,VALE OF WHITE HORSE,65088,64981,97.8,75.5,71.2,35.7,72.4,0.1,0.3,0.5,2,0.1,99.1,0,63666,49112,46368,23234,47111,59,165,309,1315,39,64483,0,17298,46368,59,106,144,1006,26.6,71.2,0.1,0.2,0.2,1.5
E08000036,WAKEFIELD,165872,165673,97.8,80.3,80,70,79.8,0,0.2,0.4,2.1,0,98.9,34.1,162147,133148,132735,116193,132366,82,389,714,3526,34,164076,56535,29412,132735,82,307,325,2812,17.7,80,0,0.2,0.2,1.7
E08000030,WALSALL,118705,118632,98.9,86.4,85.1,40.7,84.4,0,0,0.3,1.1,0,99.2,0,117376,102533,101046,48267,100152,0,26,303,1256,22,117814,0,16330,101046,0,26,277,953,13.8,85.1,0,0,0.2,0.8
E09000031,WALTHAM FOREST,113879,113489,96.8,90.6,89.9,65.6,89.6,0,0.1,1.2,2.9,0,96.9,0,110243,103162,102419,74744,102040,55,105,1311,3246,48,110305,0,7824,102419,55,50,1206,1935,6.9,89.9,0,0,1.1,1.7
E09000032,WANDSWORTH,161851,160897,97.6,91.5,86.8,65.9,82.2,0,0,0.1,1.8,0,97.6,0,158007,148034,140468,106723,133069,0,12,180,2890,0,158022,1,17539,140468,0,12,168,2710,10.8,86.8,0,0,0.1,1.7
E06000007,WARRINGTON,100477,100404,98.6,88.2,86.9,27.8,86,0,0.1,0.2,1.3,0,99.3,0.1,99048,88625,87265,27892,86406,33,101,177,1356,17,99744,140,11783,87265,33,68,76,1179,11.7,86.9,0,0.1,0.1,1.2
E07000222,WARWICK,71410,71304,98.7,84.1,80.1,24,76.1,0,0.2,0.3,1.1,0,99.4,0,70492,60073,57177,17119,54357,34,132,220,812,11,70998,0,13315,57177,34,98,88,592,18.6,80.1,0,0.1,0.1,0.8
E07000103,WATFORD,43545,43458,99.5,94.6,92.3,66.8,90.6,0,0,0,0.3,0,99.5,0,43326,41180,40205,29069,39437,0,2,13,132,0,43331,0,3121,40205,0,2,11,119,7.2,92.3,0,0,0,0.3
E07000216,WAVERLEY,58394,58344,96,61.2,59.7,51.2,58.9,0.2,0.4,0.7,3.9,0.2,99.7,0,56041,35712,34856,29925,34366,100,249,402,2303,115,58197,0,21185,34856,100,149,153,1901,36.3,59.7,0.2,0.3,0.3,3.3
E07000065,WEALDEN,75858,75793,96.8,52.5,52.3,52.3,52.3,0.1,0.3,0.7,3.1,0.2,99.5,0,73462,39842,39707,39672,39674,66,249,528,2331,165,75511,0,33755,39707,66,183,279,1803,44.5,52.3,0.1,0.2,0.4,2.4
E07000241,WELWYN HATFIELD,51141,51133,97.6,79.5,78.3,24.1,77.1,0,0.1,0.3,2.4,0,99.3,0,49890,40669,40058,12338,39452,6,46,162,1243,4,50778,0,9832,40058,6,40,116,1081,19.2,78.3,0,0.1,0.2,2.1
E06000037,WEST BERKSHIRE,73425,73374,98.2,81.5,79,62.5,76.9,0,0.4,0.6,1.8,0.1,98.8,0,72068,59856,58002,45872,56497,36,292,462,1306,47,72551,0,14066,58002,36,256,170,844,19.2,79,0,0.3,0.2,1.1
E07000047,WEST DEVON,27858,27775,81.9,40.3,39.5,40.3,40.3,1.2,4.9,9.9,17.8,1.2,96.1,65.3,22824,11230,10990,11230,11230,337,1362,2748,4951,326,26781,18186,11834,10990,337,1025,1386,2203,42.5,39.5,1.2,3.7,5,7.9
S12000039,WEST DUNBARTONSHIRE,47739,47726,98.9,92,90.9,7.6,89.8,0,0.1,0.3,1,0,99.4,0,47228,43905,43401,3646,42887,10,55,129,498,6,47473,0,3827,43401,10,45,74,369,8,90.9,0,0.1,0.2,0.8
E07000127,WEST LANCASHIRE,53488,53413,96.4,60.5,52.9,47.9,48,0.2,0.7,1.1,3.5,0,99.2,11.6,51549,32373,28318,25597,25670,128,372,592,1864,22,53053,6197,23231,28318,128,244,220,1272,43.4,52.9,0.2,0.5,0.4,2.4
E07000142,WEST LINDSEY,47696,47517,87.7,42.9,41.7,31.5,41.1,1.7,3.9,5.6,11.9,1,97.8,43,41845,20464,19906,15006,19607,827,1877,2660,5672,458,46628,20528,21939,19906,827,1050,783,3012,46,41.7,1.7,2.2,1.6,6.3
S12000040,WEST LOTHIAN,88695,88583,97.9,86.4,85.6,55,84.9,0.1,0.3,0.8,2,0.1,99.1,0,86823,76631,75885,48749,75259,121,297,667,1760,124,87886,0,10938,75885,121,176,370,1093,12.3,85.6,0.1,0.2,0.4,1.2
E06000062,WEST NORTHAMPTONSHIRE,190662,189622,97.9,90.2,88.9,85.3,88.1,0.1,0.4,0.7,1.5,0.1,98.6,0,186702,171883,169559,162553,168031,158,813,1318,2920,201,187997,58,17143,169559,158,655,505,1602,9,88.9,0.1,0.3,0.3,0.8
E07000181,WEST OXFORDSHIRE,55083,55028,99.4,90.3,88.5,72.4,86.9,0,0.1,0.1,0.5,0,99.7,0,54750,49755,48727,39907,47853,14,30,71,278,20,54895,11,6023,48727,14,16,41,207,10.9,88.5,0,0,0.1,0.4
E07000245,WEST SUFFOLK,86774,86723,97.9,63.6,61.8,54.1,60.8,0.1,0.3,0.5,2,0.2,99.6,0,84947,55197,53594,46925,52728,125,267,408,1776,137,86420,21,31353,53594,125,142,141,1368,36.1,61.8,0.1,0.2,0.2,1.6
E09000033,WESTMINSTER,164910,164257,90.9,75.5,75.1,72.2,74.5,0,0,0.1,8.7,0,90.9,0,149844,124503,123898,119119,122848,0,1,225,14413,2,149871,0,25946,123898,0,1,224,14188,15.7,75.1,0,0,0.1,8.6
E08000010,WIGAN,157450,157392,98.7,89.8,89.3,28.1,89,0,0.1,0.2,1.2,0,99.6,13,155433,141419,140677,44187,140104,29,106,293,1959,15,156837,20433,14756,140677,29,77,187,1666,9.4,89.3,0,0,0.1,1.1
E06000054,WILTSHIRE,238620,238436,96.2,61.2,60.8,43,60.5,0.2,0.5,1,3.7,0.2,99.2,1.1,229537,146052,145036,102600,144441,410,1262,2366,8899,496,236633,2569,84501,145036,410,852,1104,6533,35.4,60.8,0.2,0.4,0.5,2.7
E07000094,WINCHESTER,59032,58909,92.6,57.2,56.1,22.4,55.3,0.5,1.2,2,7.1,0.5,97.7,0,54689,33741,33095,13231,32631,280,682,1195,4220,283,57666,0,21594,33095,280,402,513,3025,36.6,56.1,0.5,0.7,0.9,5.1
E06000040,WINDSOR AND MAIDENHEAD,68450,68366,97.9,81.3,78.1,40.4,75.8,0,0.1,0.4,2,0.1,98.7,0,67026,55626,53466,27652,51854,17,92,290,1340,46,67555,0,13560,53466,17,75,198,1050,19.8,78.1,0,0.1,0.3,1.5
E08000015,WIRRAL,159430,159375,98.8,87.1,87.1,79.9,87.1,0,0.1,0.1,1.1,0,99.8,0,157562,138937,138936,127383,138937,53,101,204,1813,2,159101,0,18626,138936,53,48,103,1609,11.7,87.1,0,0,0.1,1
E07000217,WOKING,45888,45830,98.5,86,83,13.2,80.5,0,0.3,0.3,1.4,0,99.2,0,45191,39448,38098,6072,36953,1,143,158,639,6,45526,0,7093,38098,1,142,15,481,15.5,83,0,0.3,0,1
E06000041,WOKINGHAM,77292,77069,97.6,80.8,78.4,33.1,76.9,0,0.1,0.4,2.2,0,98.6,0,75404,62437,60608,25585,59400,10,78,282,1665,10,76195,0,14796,60608,10,68,204,1383,19.1,78.4,0,0.1,0.3,1.8
E08000031,WOLVERHAMPTON,119592,119440,98.7,94.5,93.5,60.9,93,0,0,0,1.2,0,98.9,5,118052,113038,111850,72857,111177,1,2,50,1388,1,118259,5931,6202,111850,1,1,48,1338,5.2,93.5,0,0,0,1.1
E07000237,WORCESTER,49551,49486,99.3,75.7,72.7,69.8,69.8,0,0,0,0.6,0,99.5,0,49184,37528,36013,34582,34582,0,0,2,302,0,49312,0,13171,36013,0,0,2,300,26.6,72.7,0,0,0,0.6
E07000229,WORTHING,52163,52144,99.6,96.9,96.7,88.8,96.5,0,0,0,0.3,0,99.9,0,51967,50538,50438,46308,50353,0,1,7,177,1,52116,0,1529,50438,0,1,6,170,2.9,96.7,0,0,0,0.3
W06000006,WREXHAM,66829,66176,96,56.2,55.7,55.2,55.2,0.2,0.6,1.3,3,0.6,97.8,43.1,64171,37570,37197,36894,36895,132,434,843,2005,423,65374,28830,26974,37197,132,302,409,1162,40.4,55.7,0.2,0.5,0.6,1.7
E07000238,WYCHAVON,64378,64205,96.2,52.4,49.5,48.4,49.4,0.1,0.4,0.8,3.6,0.1,99.3,0,61909,33724,31851,31187,31790,53,263,487,2296,66,63959,1,30058,31851,53,210,224,1809,46.7,49.5,0.1,0.3,0.3,2.8
E07000128,WYRE,58322,58243,97.3,60.8,60.8,60.8,60.8,0.1,0.3,0.5,2.6,0,99,7.8,56743,35480,35477,35450,35480,54,152,280,1500,24,57742,4557,21266,35477,54,98,128,1220,36.5,60.8,0.1,0.2,0.2,2.1
E07000239,WYRE FOREST,49121,49027,97.8,63.8,63.8,25.7,63.8,0.1,0.2,0.4,2,0.1,99.6,3.4,48048,31340,31340,12612,31340,45,115,202,979,52,48916,1669,16708,31340,45,70,87,777,34,63.8,0.1,0.1,0.2,1.6
E06000014,YORK,96725,96582,95.4,80.6,78.4,65.9,76.3,0,0.1,0.5,4.4,0,96.9,21.8,92312,78000,75825,63736,73780,43,142,465,4270,16,93763,21109,16487,75825,43,99,323,3805,17,78.4,0,0.1,0.3,3.9
