laua,laua_name,All Premises,All Matched Premises,SFBB availability (% premises),UFBB (100Mbit/s) availability (% premises),UFBB availability (% premises),Full Fibre availability (% premises),Gigabit availability (% premises),% of premises unable to receive 2Mbit/s,% of premises unable to receive 5Mbit/s,% of premises unable to receive 10Mbit/s,% of premises unable to receive 30Mbit/s,% of premises below the USO,% of premises with NGA,% of premises able to receive decent broadband from FWA,Number of premises with SFBB availability,Number of premises with UFBB (100Mbit/s) availability,Number of premises with UFBB availability,Number of premises with Full Fibre availability,Number of premises with Gigabit availability,Number of premises unable to receive 2Mbit/s,Number of premises unable to receive 5Mbit/s,Number of premises unable to receive 10Mbit/s,Number of premises unable to receive 30Mbit/s,Number of premises below the USO,Number of premises with NGA,Number of premises able to receive decent broadband from FWA,Number of premises with 30<300Mbit/s download speed,Number of premises with >=300Mbit/s download speed,Number of premises with 0<2Mbit/s download speed,Number of premises with 2<5Mbit/s download speed,Number of premises with 5<10Mbit/s download speed,Number of premises with 10<30Mbit/s download speed,% of premises with 30<300Mbit/s download speed,% of premises with >=300Mbit/s download speed,% of premises with 0<2Mbit/s download speed,% of premises with 2<5Mbit/s download speed,% of premises with 5<10Mbit/s download speed,% of premises with 10<30Mbit/s download speed
E07000138,LINCOLN,48243,48171,98.2,80.6,79.7,0.6,0.6,0.0,0.1,0.5,1.7,0.1,98.5,23.9,47371,38899,38447,296,296,14,30,242,800,59,47498,11545,8924,38447,14,16,212,558,18.5,79.7,0.0,0.0,0.4,1.2
N09000007,LISBURN AND CASTLEREAGH,60791,60331,92.7,72.6,72.4,56.3,56.3,0.4,1.4,2.3,6.5,1.3,98.5,0.0,56352,44110,44040,34217,34217,231,872,1411,3979,769,59851,0,12312,44040,231,641,539,2568,20.3,72.4,0.4,1.1,0.9,4.2
E08000012,LIVERPOOL,237969,236993,94.8,79.9,77.6,31.4,76.0,0.0,0.0,0.2,4.8,0.4,95.1,0.0,225490,190078,184622,74613,180770,3,36,470,11503,978,226274,0,40868,184622,3,33,434,11033,17.2,77.6,0.0,0.0,0.2,4.6
E06000032,LUTON,85829,85737,99.4,94.5,93.0,4.4,4.4,0.0,0.2,0.2,0.5,0.1,99.4,0.0,85292,81111,79829,3803,3803,7,151,189,445,88,85341,0,5463,79829,7,144,38,256,6.4,93.0,0.0,0.2,0.0,0.3
E07000110,MAIDSTONE,77671,77467,92.2,60.6,54.4,11.5,11.5,0.5,1.5,2.6,7.5,0.8,97.6,0.0,71609,47030,42286,8900,8900,380,1190,2013,5858,646,75811,0,29323,42286,380,810,823,3845,37.8,54.4,0.5,1.0,1.1,5.0
E07000074,MALDON,29966,29890,93.5,18.1,18.1,18.1,18.1,0.3,1.0,2.1,6.2,0.8,98.9,0.0,28033,5431,5431,5431,5431,96,306,622,1857,230,29639,0,22602,5431,96,210,316,1235,75.4,18.1,0.3,0.7,1.1,4.1
E07000235,MALVERN HILLS,38091,38023,89.4,23.1,16.1,11.5,11.5,0.6,2.4,4.4,10.4,1.0,97.5,6.2,34062,8801,6117,4397,4397,210,913,1682,3961,377,37155,2354,27945,6117,210,703,769,2279,73.4,16.1,0.6,1.8,2.0,6.0
E08000003,MANCHESTER,250619,250452,94.5,71.8,68.4,24.3,59.6,0.1,0.2,1.0,5.5,0.1,94.9,0.0,236793,180054,171430,60816,149391,157,428,2533,13659,167,237945,0,65363,171430,157,271,2105,11126,26.1,68.4,0.1,0.1,0.8,4.4
E07000174,MANSFIELD,52763,52727,98.9,88.5,85.9,9.0,9.0,0.0,0.1,0.2,1.1,0.1,99.6,0.0,52172,46715,45319,4754,4754,5,34,83,555,36,52556,0,6853,45319,5,29,49,472,13.0,85.9,0.0,0.1,0.1,0.9
E06000035,MEDWAY,121321,121194,97.3,82.3,78.6,4.4,4.4,0.0,0.3,0.7,2.5,0.2,98.8,0.0,118102,99818,95358,5305,5305,31,326,869,3092,183,119831,0,22744,95358,31,295,543,2223,18.7,78.6,0.0,0.2,0.4,1.8
E07000133,MELTON,24666,24581,93.4,46.5,46.0,2.0,2.0,0.8,2.0,3.1,6.2,1.1,97.0,2.4,23048,11463,11354,482,482,195,500,766,1533,272,23936,582,11694,11354,195,305,266,767,47.4,46.0,0.8,1.2,1.1,3.1
E07000187,MENDIP,55684,55529,84.0,33.4,27.1,4.8,4.8,0.7,2.6,5.9,15.8,1.5,94.0,0.2,46750,18613,15073,2684,2684,386,1428,3278,8779,853,52356,115,31677,15073,386,1042,1850,5501,56.9,27.1,0.7,1.9,3.3,9.9
W06000024,MERTHYR TYDFIL,28441,28402,96.9,10.0,10.0,10.0,10.0,0.2,0.3,0.5,3.0,0.2,99.6,10.1,27555,2845,2845,2845,2845,45,80,131,847,47,28334,2885,24710,2845,45,35,51,716,86.9,10.0,0.2,0.1,0.2,2.5
E09000024,MERTON,89607,89570,98.4,87.9,87.1,29.1,29.1,0.0,0.0,0.2,1.6,0.0,98.4,0.0,88139,78734,78007,26077,26077,1,36,181,1431,35,88168,0,10132,78007,1,35,145,1250,11.3,87.1,0.0,0.0,0.2,1.4
N09000008,MID AND EAST ANTRIM,61569,60956,89.4,58.2,57.9,58.2,58.2,2.1,3.5,4.8,9.6,2.1,97.8,0.0,55029,35841,35633,35840,35840,1273,2148,2950,5927,1263,60241,0,19396,35633,1273,875,802,2977,31.5,57.9,2.1,1.4,1.3,4.8
E07000042,MID DEVON,37362,37157,79.0,4.6,4.6,4.6,4.6,1.8,5.8,10.6,20.4,2.9,92.9,11.6,29532,1729,1729,1727,1727,691,2158,3960,7625,1102,34698,4346,27803,1729,691,1467,1802,3665,74.4,4.6,1.8,3.9,4.8,9.8
E07000203,MID SUFFOLK,48147,47950,91.7,14.5,13.3,12.7,12.7,0.5,1.0,2.1,7.9,1.1,98.3,0.0,44142,6964,6382,6098,6098,228,497,1003,3808,553,47334,0,37760,6382,228,269,506,2805,78.4,13.3,0.5,0.6,1.1,5.8
E07000228,MID SUSSEX,69326,68545,94.3,29.0,25.7,23.0,23.0,0.0,0.3,0.8,4.6,1.4,98.5,0.0,65383,20103,17811,15960,15960,32,184,538,3162,939,68252,0,47572,17811,32,152,354,2624,68.6,25.7,0.0,0.2,0.5,3.8
N09000009,MID ULSTER,55420,54659,77.4,31.7,31.7,31.7,31.7,3.7,6.9,10.4,21.2,5.2,97.5,4.5,42892,17559,17558,17558,17558,2072,3820,5741,11767,2873,54056,2491,25334,17558,2072,1748,1921,6026,45.7,31.7,3.7,3.2,3.5,10.9
E06000002,MIDDLESBROUGH,67660,67643,96.9,90.6,90.2,2.2,2.2,0.1,0.5,1.0,3.1,0.0,97.2,0.3,65546,61300,61040,1499,1499,67,322,657,2097,20,65743,171,4506,61040,67,255,335,1440,6.7,90.2,0.1,0.4,0.5,2.1
S12000019,MIDLOTHIAN,40548,40324,93.4,38.3,38.0,38.3,38.3,0.7,1.6,2.7,6.0,0.8,98.0,5.2,37883,15520,15402,15518,15519,267,631,1075,2441,342,39722,2121,22481,15402,267,364,444,1366,55.4,38.0,0.7,0.9,1.1,3.4
E06000042,MILTON KEYNES,121449,121243,97.9,86.3,84.7,83.3,83.3,0.1,0.4,1.0,1.9,0.2,98.6,0.0,118915,104812,102922,101173,101173,86,488,1227,2328,298,119797,0,15993,102922,86,402,739,1101,13.2,84.7,0.1,0.3,0.6,0.9
E07000210,MOLE VALLEY,39896,39834,95.4,60.7,60.7,10.3,10.3,0.1,0.3,0.8,4.4,0.4,99.3,0.0,38077,24223,24207,4092,4092,21,108,323,1757,175,39597,0,13870,24207,21,87,215,1434,34.8,60.7,0.1,0.2,0.5,3.6
W06000021,MONMOUTHSHIRE,45098,44891,86.6,24.3,15.2,8.7,8.7,1.5,3.4,6.1,13.0,2.6,95.9,0.2,39049,10957,6855,3930,3930,654,1518,2758,5842,1164,43267,79,32194,6855,654,864,1240,3084,71.4,15.2,1.5,1.9,2.7,6.8
S12000020,MORAY,49316,48924,84.3,9.5,9.5,9.5,9.5,1.6,4.5,7.0,14.9,3.4,95.4,0.0,41572,4697,4697,4697,4697,797,2198,3457,7352,1655,47049,0,36875,4697,797,1401,1259,3895,74.8,9.5,1.6,2.8,2.6,7.9
S12000013,NA H-EILEANAN SIAR,16592,15186,75.3,3.7,3.7,3.7,3.7,2.8,4.2,5.5,16.3,10.8,88.3,0.0,12487,620,620,620,620,460,696,912,2699,1789,14645,0,11867,620,460,236,216,1787,71.5,3.7,2.8,1.4,1.3,10.8
W06000012,NEATH PORT TALBOT,68897,68849,96.9,58.1,58.1,3.0,3.0,0.1,0.2,0.4,3.1,0.2,99.3,35.5,66744,40033,40022,2038,2038,55,141,267,2105,114,68401,24439,26722,40022,55,86,126,1838,38.8,58.1,0.1,0.1,0.2,2.7
E07000091,NEW FOREST,87250,87041,93.0,26.5,20.3,10.2,10.3,0.5,0.8,1.5,6.8,0.9,98.9,0.0,81121,23127,17670,8932,8961,430,736,1344,5920,788,86255,0,63451,17670,430,306,608,4576,72.7,20.3,0.5,0.4,0.7,5.2
E07000175,NEWARK AND SHERWOOD,59178,58919,95.7,54.4,54.1,14.1,14.1,0.3,0.9,1.3,3.8,0.6,98.7,0.0,56658,32166,31988,8370,8371,158,508,762,2261,366,58392,8,24670,31988,158,350,254,1499,41.7,54.1,0.3,0.6,0.4,2.5
E08000021,NEWCASTLE UPON TYNE,146048,145652,95.4,70.5,65.1,18.9,18.9,0.0,0.1,0.2,4.3,0.3,96.2,0.0,139334,102987,95047,27599,27616,16,79,259,6318,396,140445,0,44287,95047,16,63,180,6059,30.3,65.1,0.0,0.0,0.1,4.1
E07000195,NEWCASTLE-UNDER-LYME,61074,60555,95.9,66.2,64.2,11.6,11.6,0.0,0.3,0.7,3.2,1.0,98.5,2.2,58578,40453,39212,7058,7058,21,156,411,1977,584,60143,1341,19366,39212,21,135,255,1566,31.7,64.2,0.0,0.2,0.4,2.6
E09000025,NEWHAM,126690,126415,97.7,85.9,80.7,18.4,18.4,0.0,0.1,0.6,2.0,0.2,97.8,0.0,123823,108833,102267,23285,23285,3,82,704,2592,280,123845,0,21556,102267,3,79,622,1888,17.0,80.7,0.0,0.1,0.5,1.5
W06000022,NEWPORT,72161,72087,97.3,72.7,69.6,7.5,7.5,0.1,0.3,0.8,2.6,0.2,98.2,34.2,70202,52435,50232,5392,5392,68,229,563,1885,143,70827,24714,19970,50232,68,161,334,1322,27.7,69.6,0.1,0.2,0.5,1.8
N09000010,"NEWRY, MOURNE AND DOWN",70669,69239,82.6,33.4,33.4,33.4,33.4,2.9,5.3,7.5,15.4,4.2,97.3,3.3,58378,23593,23593,23593,23593,2035,3770,5335,10861,2980,68731,2306,34785,23593,2035,1735,1565,5526,49.2,33.4,2.9,2.5,2.2,7.8
S12000021,NORTH AYRSHIRE,71985,71902,94.1,29.6,29.6,9.4,9.4,0.4,0.9,1.8,5.8,0.4,98.9,0.0,67717,21327,21319,6774,6774,320,639,1280,4185,296,71225,0,46398,21319,320,319,641,2905,64.5,29.6,0.4,0.4,0.9,4.0
E07000043,NORTH DEVON,51268,51052,86.3,4.7,4.7,4.7,4.7,1.5,3.5,6.7,13.2,1.7,93.9,53.4,44261,2395,2395,2395,2395,772,1788,3418,6791,889,48126,27370,41866,2395,772,1016,1630,3373,81.7,4.7,1.5,2.0,3.2,6.6
E07000038,NORTH EAST DERBYSHIRE,48466,48393,93.0,25.0,23.4,21.4,21.4,0.3,0.9,1.4,6.8,0.3,99.2,0.0,45081,12110,11352,10395,10395,157,413,673,3312,138,48087,0,33729,11352,157,256,260,2639,69.6,23.4,0.3,0.5,0.5,5.4
E06000012,NORTH EAST LINCOLNSHIRE,74119,74013,96.9,88.2,87.8,0.7,0.7,0.1,0.8,1.3,3.0,0.4,97.7,25.8,71810,65396,65057,498,498,71,620,931,2203,260,72404,19132,6753,65057,71,549,311,1272,9.1,87.8,0.1,0.7,0.4,1.7
E07000099,NORTH HERTFORDSHIRE,60871,60783,95.9,65.5,64.0,2.5,2.5,0.1,0.4,1.0,4.0,0.4,98.4,0.0,58346,39841,38939,1494,1494,50,216,598,2437,220,59868,0,19407,38939,50,166,382,1839,31.9,64.0,0.1,0.3,0.6,3.0
E07000139,NORTH KESTEVEN,54630,54504,93.5,35.9,34.4,3.8,3.8,0.7,1.4,2.2,6.2,0.7,98.0,4.9,51099,19592,18788,2072,2072,378,765,1176,3405,367,53535,2655,32311,18788,378,387,411,2229,59.1,34.4,0.7,0.7,0.8,4.1
S12000050,NORTH LANARKSHIRE,164951,164807,97.8,76.2,75.1,9.7,74.9,0.1,0.3,0.6,2.1,0.2,99.0,0.0,161276,125752,123844,16060,123519,92,521,1039,3531,309,163362,0,37432,123844,92,429,518,2492,22.7,75.1,0.1,0.3,0.3,1.5
E06000013,NORTH LINCOLNSHIRE,80552,80322,94.0,45.1,45.1,5.8,5.8,0.6,1.2,1.8,5.7,0.5,97.7,52.0,75740,36325,36302,4700,4700,463,936,1472,4582,392,78722,41850,39438,36302,463,473,536,3110,49.0,45.1,0.6,0.6,0.7,3.9
E07000147,NORTH NORFOLK,60461,60281,90.6,4.2,4.2,4.2,4.2,0.5,1.6,2.9,9.1,2.0,97.6,0.1,54807,2538,2538,2532,2532,320,978,1730,5474,1212,59009,61,52269,2538,320,658,752,3744,86.5,4.2,0.5,1.1,1.2,6.2
E06000024,NORTH SOMERSET,103657,102562,90.9,47.2,40.1,16.7,16.7,0.3,0.9,2.0,8.1,1.2,95.6,0.0,94195,48940,41565,17270,17270,314,889,2078,8367,1259,99110,0,52630,41565,314,575,1189,6289,50.8,40.1,0.3,0.6,1.1,6.1
E08000022,NORTH TYNESIDE,102301,102092,98.1,66.4,63.6,3.9,3.9,0.0,0.1,0.5,1.7,0.3,99.1,0.0,100385,67970,65019,3949,3949,23,151,481,1707,257,101380,0,35366,65019,23,128,330,1226,34.6,63.6,0.0,0.1,0.3,1.2
E07000218,NORTH WARWICKSHIRE,30287,30226,95.9,27.0,25.1,10.6,23.6,0.3,1.0,1.5,3.9,0.3,99.3,0.0,29041,8178,7607,3197,7162,98,297,447,1185,87,30084,0,21434,7607,98,199,150,738,70.8,25.1,0.3,0.7,0.5,2.4
E07000134,NORTH WEST LEICESTERSHIRE,48334,48257,95.7,67.5,65.8,4.3,4.3,0.2,0.8,1.4,4.1,0.5,99.0,0.0,46271,32604,31803,2075,2075,73,403,687,1986,220,47833,0,14468,31803,73,330,284,1299,29.9,65.8,0.2,0.7,0.6,2.7
E07000154,NORTHAMPTON,106107,103913,97.2,85.8,83.8,13.9,13.9,0.0,0.0,0.1,0.8,2.1,97.3,1.2,103085,91008,88967,14744,14745,6,45,154,828,2200,103294,1262,14118,88967,6,39,109,674,13.3,83.8,0.0,0.0,0.1,0.6
E06000057,NORTHUMBERLAND,156451,156122,92.9,14.6,9.2,5.7,5.7,0.9,1.7,2.4,6.9,0.8,98.7,5.4,145293,22816,14416,8991,8991,1330,2624,3785,10829,1283,154467,8499,130877,14416,1330,1294,1161,7044,83.7,9.2,0.9,0.8,0.7,4.5
E07000148,NORWICH,58301,58202,98.5,85.0,82.2,0.2,0.2,0.0,0.0,0.4,1.3,0.2,98.8,0.0,57428,49561,47899,138,138,0,7,259,774,99,57585,0,9529,47899,0,7,252,515,16.3,82.2,0.0,0.0,0.4,0.9
E06000018,NOTTINGHAM,145818,145736,97.9,91.8,90.2,21.0,21.0,0.0,0.0,0.2,2.0,0.1,98.1,0.0,142826,133896,131507,30693,30693,4,68,349,2910,80,143052,0,11319,131507,4,64,281,2561,7.8,90.2,0.0,0.0,0.2,1.8
E07000219,NUNEATON AND BEDWORTH,60343,60307,98.9,78.4,78.4,6.5,78.4,0.0,0.1,0.2,1.0,0.1,99.6,0.0,59693,47329,47312,3918,47312,12,79,122,614,42,60101,0,12381,47312,12,67,43,492,20.5,78.4,0.0,0.1,0.1,0.8
E07000135,OADBY AND WIGSTON,25531,25477,98.7,78.6,76.0,3.0,3.0,0.0,0.0,0.1,1.1,0.2,99.1,0.0,25195,20064,19416,759,759,0,4,22,282,53,25306,0,5779,19416,0,4,18,260,22.6,76.0,0.0,0.0,0.1,1.0
E08000004,OLDHAM,98555,98364,98.2,76.6,76.3,14.2,14.4,0.1,0.2,0.3,1.7,0.2,99.5,0.0,96735,75496,75189,13960,14156,74,160,328,1629,189,98103,0,21546,75189,74,86,168,1301,21.9,76.3,0.1,0.1,0.2,1.3
S12000023,ORKNEY ISLANDS,12765,12218,64.2,1.1,1.1,1.1,1.1,4.1,9.6,20.7,31.5,7.3,76.5,0.0,8200,135,135,135,135,519,1221,2640,4018,936,9761,0,8065,135,519,702,1419,1378,63.2,1.1,4.1,5.5,11.1,10.8
E07000178,OXFORD,66679,66538,97.7,85.4,81.0,2.5,2.5,0.0,0.0,0.3,2.1,0.2,97.8,0.0,65134,56948,53998,1691,1691,0,31,208,1404,142,65230,0,11136,53998,0,31,177,1196,16.7,81.0,0.0,0.0,0.3,1.8
W06000009,PEMBROKESHIRE,65716,65580,87.8,6.4,6.4,6.4,6.4,1.8,3.9,6.6,12.0,2.1,95.1,5.1,57670,4181,4181,4176,4176,1156,2583,4315,7910,1398,62488,3361,53489,4181,1156,1427,1732,3595,81.4,6.4,1.8,2.2,2.6,5.5
E07000122,PENDLE,43756,43606,96.1,52.7,52.3,1.4,51.9,0.4,0.9,1.3,3.6,0.5,98.7,4.1,42032,23038,22881,625,22691,169,393,553,1574,216,43209,1815,19151,22881,169,224,160,1021,43.8,52.3,0.4,0.5,0.4,2.3
S12000048,PERTH AND KINROSS,78555,78053,85.2,35.1,34.1,4.6,4.6,1.6,4.1,7.2,14.1,2.4,95.2,0.0,66955,27551,26814,3615,3615,1296,3258,5645,11098,1877,74800,0,40141,26814,1296,1962,2387,5453,51.1,34.1,1.6,2.5,3.0,6.9
E06000031,PETERBOROUGH,91867,91753,97.7,80.5,79.7,47.1,47.1,0.1,0.3,0.5,2.1,0.2,98.8,0.0,89795,73928,73253,43293,43293,63,254,418,1958,164,90724,0,16542,73253,63,191,164,1540,18.0,79.7,0.1,0.2,0.2,1.7
E06000026,PLYMOUTH,125825,125389,96.6,87.7,85.9,2.8,2.8,0.0,0.1,0.8,3.1,0.4,97.0,26.6,121496,110411,108066,3461,3461,3,182,1024,3893,443,122044,33440,13430,108066,3,179,842,2869,10.7,85.9,0.0,0.1,0.7,2.3
E06000044,PORTSMOUTH,95667,95502,97.6,93.8,91.8,7.1,7.1,0.0,0.1,0.4,2.2,0.2,97.7,0.0,93367,89723,87840,6745,6745,1,108,408,2135,166,93457,0,5527,87840,1,107,300,1727,5.8,91.8,0.0,0.1,0.3,1.8
W06000023,POWYS,69258,68203,77.5,16.3,16.3,16.3,16.3,3.4,7.3,12.3,21.0,5.7,88.2,7.1,53658,11317,11316,11314,11314,2373,5063,8488,14545,3958,61088,4919,42342,11316,2373,2690,3425,6057,61.1,16.3,3.4,3.9,4.9,8.7
E07000123,PRESTON,67291,67093,97.4,71.3,69.0,5.7,5.7,0.0,0.1,0.5,2.3,0.4,98.7,34.9,65524,47969,46456,3856,3856,28,57,316,1569,285,66394,23474,19068,46456,28,29,259,1253,28.3,69.0,0.0,0.0,0.4,1.9
E06000038,READING,75072,74952,98.6,89.5,86.1,10.0,82.9,0.0,0.0,0.1,1.2,0.2,98.8,0.0,74021,67160,64632,7484,62228,3,26,64,931,120,74190,0,9389,64632,3,23,38,867,12.5,86.1,0.0,0.0,0.1,1.2
E09000026,REDBRIDGE,110968,110715,97.1,83.2,82.4,27.3,27.3,0.0,0.1,0.3,2.6,0.2,97.6,0.0,107791,92380,91462,30293,30293,2,66,343,2924,243,108339,0,16329,91462,2,64,277,2581,14.7,82.4,0.0,0.1,0.2,2.3
E06000003,REDCAR AND CLEVELAND,67990,67951,96.6,86.1,85.1,1.1,1.1,0.1,0.6,1.4,3.3,0.2,97.9,0.3,65689,58572,57836,719,719,88,377,919,2262,149,66591,236,7853,57836,88,289,542,1343,11.6,85.1,0.1,0.4,0.8,2.0
E07000236,REDDITCH,39435,39356,98.0,78.2,78.1,2.0,78.2,0.0,0.0,0.1,1.8,0.2,99.0,0.1,38639,30839,30813,788,30819,2,13,40,717,81,39028,31,7826,30813,2,11,27,677,19.8,78.1,0.0,0.0,0.1,1.7
E07000211,REIGATE AND BANSTEAD,64045,63994,97.6,74.6,73.8,19.7,19.7,0.0,0.1,0.2,2.4,0.1,99.7,0.0,62487,47799,47283,12606,12606,11,75,145,1507,85,63855,0,15204,47283,11,64,70,1362,23.7,73.8,0.0,0.1,0.1,2.1
S12000038,RENFREWSHIRE,94677,94625,96.6,73.7,73.6,11.3,44.3,0.1,0.3,0.6,3.3,0.1,98.3,0.0,91475,69789,69707,10671,41918,105,268,563,3150,86,93110,0,21768,69707,105,163,295,2587,23.0,73.6,0.1,0.2,0.3,2.7
W06000016,RHONDDA CYNON TAF,118764,118366,97.3,21.0,16.7,6.6,6.6,0.0,0.1,0.5,2.3,0.5,99.1,27.0,115616,24944,19825,7853,7853,57,109,537,2750,578,117646,32036,95791,19825,57,52,428,2213,80.7,16.7,0.0,0.0,0.4,1.9
E07000124,RIBBLE VALLEY,30149,30089,90.7,22.8,22.5,21.4,21.7,0.8,2.2,3.8,9.1,0.8,98.6,51.6,27332,6864,6784,6438,6536,228,650,1158,2757,233,29730,15553,20548,6784,228,422,508,1599,68.2,22.5,0.8,1.4,1.7,5.3
E09000027,RICHMOND UPON THAMES,88735,88609,98.3,87.2,85.0,15.7,15.7,0.0,0.0,0.2,1.6,0.1,98.5,0.0,87232,77344,75409,13917,13917,0,17,192,1377,127,87364,0,11823,75409,0,17,175,1185,13.3,85.0,0.0,0.0,0.2,1.3
E07000166,RICHMONDSHIRE,25309,25155,84.0,23.7,12.7,4.9,4.9,2.4,4.7,8.0,15.4,3.0,96.2,34.2,21257,5991,3216,1231,1231,611,1199,2021,3898,770,24349,8648,18041,3216,611,588,822,1877,71.3,12.7,2.4,2.3,3.2,7.4
E08000005,ROCHDALE,100978,100815,97.7,71.3,64.6,10.4,10.4,0.0,0.1,0.4,2.1,0.2,99.3,0.0,98647,71967,65229,10470,10478,23,97,374,2168,189,100240,0,33418,65229,23,74,277,1794,33.1,64.6,0.0,0.1,0.3,1.8
E07000075,ROCHFORD,37791,37657,97.0,16.8,11.9,7.6,7.6,0.0,0.1,0.5,2.6,0.3,99.2,0.0,36657,6345,4484,2875,2875,2,56,182,1000,118,37474,0,32173,4484,2,54,126,818,85.1,11.9,0.0,0.1,0.3,2.2
E07000125,ROSSENDALE,34890,34707,94.2,53.2,43.6,1.4,1.4,0.1,0.7,1.0,5.3,0.7,98.7,0.0,32873,18573,15224,476,476,30,249,345,1834,237,34437,12,17649,15224,30,219,96,1489,50.6,43.6,0.1,0.6,0.3,4.3
E07000064,ROTHER,49332,49153,93.1,4.8,4.8,4.8,4.8,0.1,0.4,1.3,6.5,0.6,99.3,0.0,45947,2359,2359,2359,2359,55,195,646,3206,279,48981,0,43588,2359,55,140,451,2560,88.4,4.8,0.1,0.3,0.9,5.2
E08000018,ROTHERHAM,124292,124155,98.2,61.6,59.3,9.3,9.3,0.0,0.2,0.4,1.7,0.1,99.4,0.4,122004,76613,73724,11555,11557,30,218,528,2151,185,123520,525,48280,73724,30,188,310,1623,38.8,59.3,0.0,0.2,0.2,1.3
E07000220,RUGBY,50256,50143,96.8,67.0,63.5,14.5,60.0,0.3,0.6,0.9,3.0,0.3,98.8,0.0,48650,33670,31897,7285,30174,160,282,461,1493,168,49651,0,16753,31897,160,122,179,1032,33.3,63.5,0.3,0.2,0.4,2.1
E07000212,RUNNYMEDE,38496,38438,96.3,70.6,68.1,3.1,3.1,0.0,0.0,0.7,3.6,0.2,98.1,0.0,37054,27189,26202,1176,1176,0,19,255,1384,69,37761,0,10852,26202,0,19,236,1129,28.2,68.1,0.0,0.0,0.6,2.9
E07000176,RUSHCLIFFE,53938,53863,97.1,75.0,71.7,20.1,20.1,0.2,0.4,0.8,2.7,0.3,99.4,0.5,52396,40463,38650,10818,10818,95,221,457,1467,136,53610,269,13746,38650,95,126,236,1010,25.5,71.7,0.2,0.2,0.4,1.9
E07000092,RUSHMOOR,42861,42822,97.4,81.4,81.1,4.2,4.2,0.1,0.9,1.5,2.5,0.2,97.6,0.0,41742,34889,34775,1817,1817,50,391,646,1080,74,41817,0,6967,34775,50,341,255,434,16.3,81.1,0.1,0.8,0.6,1.0
E06000017,RUTLAND,18588,18547,91.6,12.1,12.1,12.1,12.1,0.3,0.5,0.8,8.2,0.3,99.3,0.0,17029,2248,2248,2248,2248,49,86,144,1518,65,18454,0,14781,2248,49,37,58,1374,79.5,12.1,0.3,0.2,0.3,7.4
E07000167,RYEDALE,29986,29591,83.4,7.4,7.4,7.4,7.4,3.0,5.6,8.4,15.3,3.3,94.2,17.7,24996,2211,2211,2211,2211,902,1694,2526,4595,975,28253,5319,22785,2211,902,792,832,2069,76.0,7.4,3.0,2.6,2.8,6.9
E08000006,SALFORD,128861,128710,95.9,82.6,82.1,56.5,81.7,0.0,0.7,1.8,4.0,0.1,96.1,0.0,123551,106382,105822,72831,105280,14,852,2376,5159,155,123781,0,17729,105822,14,838,1524,2783,13.8,82.1,0.0,0.7,1.2,2.2
E08000028,SANDWELL,141885,141759,99.3,81.6,80.0,11.2,70.1,0.0,0.0,0.2,0.6,0.1,99.4,0.0,140873,115809,113471,15876,99429,4,21,342,886,124,141018,1,27402,113471,4,17,321,544,19.3,80.0,0.0,0.0,0.2,0.4
E07000168,SCARBOROUGH,63337,63241,93.3,2.6,2.6,2.6,2.6,0.6,1.3,1.9,6.5,0.7,97.9,1.8,59121,1655,1655,1652,1652,380,804,1210,4120,419,61979,1111,57466,1655,380,424,406,2910,90.7,2.6,0.6,0.7,0.6,4.6
S12000026,SCOTTISH BORDERS,61777,61162,85.8,14.2,11.2,9.1,9.1,1.6,4.1,7.1,13.2,3.2,95.2,14.5,52977,8784,6947,5649,5649,1019,2520,4398,8185,1991,58817,8971,46030,6947,1019,1501,1878,3787,74.5,11.2,1.6,2.4,3.0,6.1
E07000188,SEDGEMOOR,59326,59228,91.1,25.8,13.6,6.2,6.2,0.5,1.6,2.9,8.8,0.9,96.7,0.0,54027,15309,8089,3651,3651,278,938,1737,5201,546,57376,0,45938,8089,278,660,799,3464,77.4,13.6,0.5,1.1,1.3,5.8
E08000014,SEFTON,135290,135011,98.4,71.0,65.6,26.4,60.5,0.0,0.1,0.2,1.4,0.2,99.5,0.0,133102,96104,88726,35690,81824,51,147,259,1909,289,134628,0,44376,88726,51,96,112,1650,32.8,65.6,0.0,0.1,0.1,1.2
E07000169,SELBY,42857,42656,91.2,19.0,19.0,19.0,19.0,0.8,1.5,2.5,8.3,0.8,97.8,14.0,39102,8137,8136,8134,8135,353,654,1060,3554,364,41904,6013,30966,8136,353,301,406,2494,72.3,19.0,0.8,0.7,0.9,5.8
E07000111,SEVENOAKS,53314,53249,92.3,39.7,39.3,15.3,15.3,0.2,0.6,1.2,7.6,0.4,99.5,0.0,49222,21157,20976,8148,8148,107,300,655,4027,199,53021,0,28246,20976,107,193,355,3372,53.0,39.3,0.2,0.4,0.7,6.3
E08000019,SHEFFIELD,262324,261853,96.2,50.1,46.5,4.5,4.5,0.0,0.1,0.5,3.6,0.2,97.4,0.1,252353,131530,121955,11914,11915,55,238,1226,9500,522,255440,287,130398,121955,55,183,988,8274,49.7,46.5,0.0,0.1,0.4,3.2
S12000027,SHETLAND ISLANDS,11302,10955,70.1,1.9,1.9,1.9,1.9,3.1,7.1,16.7,26.9,6.3,83.8,0.0,7919,211,211,211,211,345,807,1889,3036,709,9475,0,7708,211,345,462,1082,1147,68.2,1.9,3.1,4.1,9.6,10.1
