laua,laua_name,All Premises,All Matched Premises,SFBB availability (% premises),UFBB (100Mbit/s) availability (% premises),UFBB availability (% premises),Full Fibre availability (% premises),Gigabit availability (% premises),% of premises unable to receive 2Mbit/s,% of premises unable to receive 5Mbit/s,% of premises unable to receive 10Mbit/s,% of premises unable to receive 30Mbit/s,% of premises below the USO,% of premises with NGA,% of premises able to receive decent broadband from FWA,Number of premises with SFBB availability,Number of premises with UFBB (100Mbit/s) availability,Number of premises with UFBB availability,Number of premises with Full Fibre availability,Number of premises with Gigabit availability,Number of premises unable to receive 2Mbit/s,Number of premises unable to receive 5Mbit/s,Number of premises unable to receive 10Mbit/s,Number of premises unable to receive 30Mbit/s,Number of premises below the USO,Number of premises with NGA,Number of premises able to receive decent broadband from FWA,Number of premises with 30<300Mbit/s download speed,Number of premises with >=300Mbit/s download speed,Number of premises with 0<2Mbit/s download speed,Number of premises with 2<5Mbit/s download speed,Number of premises with 5<10Mbit/s download speed,Number of premises with 10<30Mbit/s download speed,% of premises with 30<300Mbit/s download speed,% of premises with >=300Mbit/s download speed,% of premises with 0<2Mbit/s download speed,% of premises with 2<5Mbit/s download speed,% of premises with 5<10Mbit/s download speed,% of premises with 10<30Mbit/s download speed
E07000110,MAIDSTONE,80835,80440,94.0,76.2,72.6,35.3,69.4,0.3,0.8,1.3,5.5,0.3,97.9,28.7,76001,61627,58688,28505,56106,277,621,1056,4439,277,79177,23218,17313,58688,277,344,435,3383,21.4,72.6,0.3,0.4,0.5,4.2
E07000074,MALDON,30848,30734,96.0,58.7,58.7,58.7,58.7,0.3,0.7,1.5,3.6,0.2,99.3,11.6,29622,18104,18104,18104,18104,82,224,456,1112,69,30644,3578,11518,18104,82,142,232,656,37.3,58.7,0.3,0.5,0.8,2.1
E07000235,MALVERN HILLS,39147,38970,92.7,39.3,32.5,30.3,30.3,0.3,1.3,2.3,6.9,0.4,98.4,5.8,36279,15382,12740,11865,11865,136,500,897,2691,157,38524,2272,23539,12740,136,364,397,1794,60.1,32.5,0.3,0.9,1.0,4.6
E08000003,MANCHESTER,252998,247378,93.4,79.4,77.2,40.3,75.2,0.0,0.1,0.7,4.4,0.0,93.7,0.0,236275,200926,195270,101929,190303,22,268,1847,11103,4,237042,53,41005,195270,22,246,1579,9256,16.2,77.2,0.0,0.1,0.6,3.7
E07000174,MANSFIELD,53709,53609,98.8,88.8,86.8,11.0,84.8,0.0,0.0,0.2,1.0,0.0,99.5,0.0,53061,47685,46631,5897,45527,8,25,85,548,4,53421,0,6430,46631,8,17,60,463,12.0,86.8,0.0,0.0,0.1,0.9
E06000035,MEDWAY,123924,123667,97.4,87.1,85.0,47.5,82.4,0.0,0.4,0.9,2.4,0.1,98.6,2.8,120709,107880,105329,58924,102085,40,508,1060,2958,78,122233,3506,15380,105329,40,468,552,1898,12.4,85.0,0.0,0.4,0.4,1.5
E07000133,MELTON,25190,25097,93.7,47.6,47.3,4.0,47.0,0.6,1.6,2.7,6.0,0.9,97.2,5.8,23598,11985,11906,1000,11839,162,411,691,1499,233,24481,1456,11692,11906,162,249,280,808,46.4,47.3,0.6,1.0,1.1,3.2
E07000187,MENDIP,56454,56235,89.5,67.5,65.3,46.5,63.6,0.4,1.5,3.7,10.2,0.4,95.5,12.4,50502,38124,36879,26276,35925,228,840,2081,5733,198,53906,7019,13623,36879,228,612,1241,3652,24.1,65.3,0.4,1.1,2.2,6.5
W06000024,MERTHYR TYDFIL,28652,28551,98.5,60.6,60.6,60.6,60.6,0.0,0.2,0.3,1.1,0.1,99.4,10.1,28233,17373,17373,17373,17373,14,46,86,318,15,28489,2887,10860,17373,14,32,40,232,37.9,60.6,0.0,0.1,0.1,0.8
E09000024,MERTON,91096,91011,99.0,89.9,89.9,44.6,86.8,0.0,0.0,0.1,0.9,0.0,99.0,0.0,90159,81940,81929,40662,79026,0,31,102,852,3,90189,0,8230,81929,0,31,71,750,9.0,89.9,0.0,0.0,0.1,0.8
N09000008,MID AND EAST ANTRIM,65860,65240,93.6,85.7,85.7,85.7,85.7,1.2,2.2,2.8,5.4,0.5,98.7,0.0,61670,56436,56436,56433,56436,822,1449,1868,3570,298,64989,0,5234,56436,822,627,419,1702,7.9,85.7,1.2,1.0,0.6,2.6
E07000042,MID DEVON,38090,37860,81.3,33.6,31.1,33.6,33.6,1.5,4.7,8.2,18.1,1.7,92.8,11.5,30972,12795,11845,12793,12795,558,1775,3139,6888,640,35334,4384,19127,11845,558,1217,1364,3749,50.2,31.1,1.5,3.2,3.6,9.8
E07000203,MID SUFFOLK,50067,49833,94.2,39.6,39.0,38.6,38.6,0.3,0.7,1.3,5.4,0.5,98.8,0.1,47142,19849,19540,19337,19340,161,327,661,2691,246,49475,31,27602,19540,161,166,334,2030,55.1,39.0,0.3,0.3,0.7,4.1
E07000228,MID SUSSEX,70294,70123,96.4,46.8,46.1,45.4,45.4,0.0,0.1,0.6,3.3,0.2,99.3,0.0,67773,32918,32395,31902,31914,23,105,389,2350,127,69810,0,35378,32395,23,82,284,1961,50.3,46.1,0.0,0.1,0.4,2.8
N09000009,MID ULSTER,62569,61880,87.6,74.5,74.5,74.5,74.5,2.4,4.1,6.0,11.3,2.5,97.9,0.0,54795,46641,46641,46641,46641,1501,2559,3727,7085,1562,61285,0,8154,46641,1501,1058,1168,3358,13.0,74.5,2.4,1.7,1.9,5.4
E06000002,MIDDLESBROUGH,69115,68769,97.8,94.0,94.0,19.5,93.7,0.0,0.2,0.6,1.6,0.1,98.1,2.0,67629,64997,64997,13452,64794,9,163,391,1140,56,67802,1376,2632,64997,9,154,228,749,3.8,94.0,0.0,0.2,0.3,1.1
S12000019,MIDLOTHIAN,43714,43314,95.8,71.9,71.9,71.9,71.9,0.5,0.9,1.4,3.3,0.4,97.9,4.5,41886,31442,31442,31440,31441,223,404,616,1428,186,42798,1981,10444,31442,223,181,212,812,23.9,71.9,0.5,0.4,0.5,1.9
E06000042,MILTON KEYNES,126331,126096,98.4,91.1,90.2,89.5,89.5,0.0,0.3,0.8,1.4,0.0,99.0,0.0,124316,115143,114012,113044,113061,55,350,964,1780,42,125046,1,10304,114012,55,295,614,816,8.2,90.2,0.0,0.2,0.5,0.6
E07000210,MOLE VALLEY,40325,40235,95.8,64.5,64.5,19.0,64.5,0.1,0.2,0.6,3.9,0.2,99.3,0.0,38646,26004,26004,7642,25992,24,68,243,1589,90,40056,0,12642,26004,24,44,175,1346,31.4,64.5,0.1,0.1,0.4,3.3
W06000021,MONMOUTHSHIRE,46383,46086,89.1,40.6,33.3,28.5,28.5,1.1,2.6,5.0,10.3,1.8,96.2,0.3,41309,18809,15449,13228,13228,525,1215,2328,4777,820,44614,118,25860,15449,525,690,1113,2449,55.8,33.3,1.1,1.5,2.4,5.3
S12000020,MORAY,50245,49894,85.4,42.6,42.6,42.6,42.6,1.4,3.8,6.4,13.9,2.3,95.4,34.4,42896,21409,21409,21409,21409,689,1891,3222,6998,1160,47914,17276,21487,21409,689,1202,1331,3776,42.8,42.6,1.4,2.4,2.6,7.5
S12000013,NA H-EILEANAN SIAR,16943,15655,76.9,5.2,5.2,5.2,5.2,2.2,3.4,5.2,15.5,3.5,88.8,0.0,13030,877,877,877,877,379,570,874,2625,595,15047,0,12153,877,379,191,304,1751,71.7,5.2,2.2,1.1,1.8,10.3
W06000012,NEATH PORT TALBOT,69160,69050,97.3,62.5,62.5,8.6,62.5,0.1,0.2,0.4,2.5,0.1,99.1,32.5,67313,43251,43250,5916,43239,56,150,274,1737,65,68553,22454,24063,43250,56,94,124,1463,34.8,62.5,0.1,0.1,0.2,2.1
E07000091,NEW FOREST,87852,87633,94.5,45.1,43.6,31.7,42.7,0.4,0.7,1.1,5.2,0.4,99.3,0.0,83027,39625,38328,27832,37471,341,603,943,4606,382,87208,41,44699,38328,341,262,340,3663,50.9,43.6,0.4,0.3,0.4,4.2
E07000175,NEWARK AND SHERWOOD,60612,60309,96.2,59.3,59.3,22.2,57.5,0.2,0.5,1.1,3.3,0.2,99.0,23.0,58337,35973,35943,13439,34832,143,320,696,1972,104,59976,13967,22394,35943,143,177,376,1276,36.9,59.3,0.2,0.3,0.6,2.1
E08000021,NEWCASTLE UPON TYNE,141555,140843,96.8,81.6,79.7,55.2,77.9,0.0,0.1,0.2,2.7,0.0,97.4,0.0,137050,115555,112828,78115,110258,47,123,216,3793,28,137857,55,24222,112828,47,76,93,3577,17.1,79.7,0.0,0.1,0.1,2.5
E07000195,NEWCASTLE-UNDER-LYME,61372,60365,95.5,68.8,67.8,20.8,67.1,0.0,0.3,0.6,2.9,0.1,97.7,2.0,58593,42221,41613,12794,41183,27,170,388,1772,56,59967,1253,16980,41613,27,143,218,1384,27.7,67.8,0.0,0.2,0.4,2.3
E09000025,NEWHAM,132037,131457,98.3,91.0,87.8,63.7,84.1,0.0,0.1,0.4,1.2,0.0,98.3,0.0,129817,120138,115988,84131,111045,32,114,567,1640,25,129833,0,13829,115988,32,82,453,1073,10.5,87.8,0.0,0.1,0.3,0.8
W06000022,NEWPORT,73441,73160,97.5,76.4,74.2,32.0,72.7,0.1,0.3,0.6,2.2,0.1,98.2,33.6,71573,56087,54475,23495,53418,65,218,440,1587,77,72090,24646,17098,54475,65,153,222,1147,23.3,74.2,0.1,0.2,0.3,1.6
N09000010,"NEWRY, MOURNE AND DOWN",78008,76730,92.0,82.6,82.6,82.6,82.6,1.1,2.1,3.0,6.3,1.4,97.9,0.0,71779,64422,64422,64422,64422,871,1652,2346,4951,1128,76361,0,7357,64422,871,781,694,2605,9.4,82.6,1.1,1.0,0.9,3.3
S12000021,NORTH AYRSHIRE,72907,72659,95.6,52.4,52.4,36.4,52.4,0.4,0.8,1.4,4.1,0.2,99.0,0.0,69677,38193,38193,26525,38191,266,570,985,2982,178,72187,0,31484,38193,266,304,415,1997,43.2,52.4,0.4,0.4,0.6,2.7
E07000043,NORTH DEVON,52650,52318,91.2,52.6,41.5,52.6,52.6,1.2,2.5,4.1,8.1,0.7,96.0,52.0,48030,27711,21856,27711,27711,621,1324,2161,4288,390,50529,27392,26174,21856,621,703,837,2127,49.7,41.5,1.2,1.3,1.6,4.0
E07000038,NORTH EAST DERBYSHIRE,49613,49473,94.0,39.9,39.0,37.3,38.3,0.2,0.7,1.1,5.7,0.1,99.0,0.0,46640,19820,19359,18529,19015,107,338,538,2833,56,49134,0,27281,19359,107,231,200,2295,55.0,39.0,0.2,0.5,0.4,4.6
E06000012,NORTH EAST LINCOLNSHIRE,75255,75109,96.8,89.1,89.1,2.6,88.6,0.1,0.8,1.3,3.0,0.2,97.6,13.0,72871,67087,67087,1942,66690,56,627,966,2238,166,73465,9816,5784,67087,56,571,339,1272,7.7,89.1,0.1,0.8,0.5,1.7
E07000099,NORTH HERTFORDSHIRE,61926,61771,96.9,77.7,76.7,24.6,75.7,0.1,0.2,0.6,2.9,0.2,98.6,0.2,60004,48142,47500,15263,46883,35,145,372,1767,98,61035,126,12504,47500,35,110,227,1395,20.2,76.7,0.1,0.2,0.4,2.3
E07000139,NORTH KESTEVEN,56045,55736,94.5,57.6,57.1,33.2,56.6,0.6,1.2,1.9,5.0,0.3,98.4,22.3,52938,32306,31991,18608,31733,339,684,1069,2798,189,55164,12478,20947,31991,339,345,385,1729,37.4,57.1,0.6,0.6,0.7,3.1
S12000050,NORTH LANARKSHIRE,166637,166408,98.3,85.4,84.8,26.8,83.4,0.1,0.3,0.5,1.6,0.1,99.2,0.0,163761,142302,141370,44639,138936,90,479,902,2647,136,165230,0,22391,141370,90,389,423,1745,13.4,84.8,0.1,0.2,0.3,1.0
E06000013,NORTH LINCOLNSHIRE,81219,80972,94.8,65.4,65.4,36.8,65.4,0.6,1.1,1.6,4.9,0.4,97.7,50.6,76961,53115,53115,29853,53095,475,918,1302,4011,285,79341,41080,23846,53115,475,443,384,2709,29.4,65.4,0.6,0.5,0.5,3.3
E07000147,NORTH NORFOLK,61361,61068,92.4,11.2,11.2,11.2,11.2,0.4,1.1,2.0,7.1,1.3,98.1,0.2,56691,6864,6864,6857,6864,254,691,1247,4377,815,60223,95,49827,6864,254,437,556,3130,81.2,11.2,0.4,0.7,0.9,5.1
E06000061,NORTH NORTHAMPTONSHIRE,165848,165382,98.3,78.9,78.9,34.8,78.9,0.1,0.3,0.5,1.4,0.1,99.0,0.0,163075,130934,130931,57764,130864,183,517,899,2307,234,164263,30,32144,130931,183,334,382,1408,19.4,78.9,0.1,0.2,0.2,0.8
E06000024,NORTH SOMERSET,104186,103905,94.6,70.6,66.1,46.5,62.9,0.1,0.6,1.0,5.1,0.3,97.3,0.0,98551,73601,68901,48479,65569,143,601,1060,5354,296,101347,0,29650,68901,143,458,459,4294,28.5,66.1,0.1,0.4,0.4,4.1
E08000022,NORTH TYNESIDE,103474,103266,99.2,87.0,85.0,45.9,82.7,0.0,0.1,0.3,0.6,0.1,99.3,0.0,102595,90006,87961,47518,85567,6,155,293,671,53,102789,0,14634,87961,6,149,138,378,14.1,85.0,0.0,0.1,0.1,0.4
E07000218,NORTH WARWICKSHIRE,31079,30956,96.8,46.0,44.3,30.4,42.9,0.3,0.7,1.0,2.8,0.1,99.1,0.0,30092,14284,13769,9436,13343,79,229,317,864,33,30811,0,16323,13769,79,150,88,547,52.5,44.3,0.3,0.5,0.3,1.8
E07000134,NORTH WEST LEICESTERSHIRE,50206,50082,97.6,76.1,74.8,19.1,73.5,0.1,0.5,0.8,2.2,0.1,99.2,0.0,48981,38193,37576,9612,36882,74,264,421,1101,61,49808,0,11405,37576,74,190,157,680,22.7,74.8,0.1,0.4,0.3,1.4
E06000057,NORTHUMBERLAND,161949,161485,93.9,35.0,33.6,32.4,32.5,0.7,1.4,2.1,5.8,0.6,98.8,2.5,152125,56648,54381,52429,52704,1176,2241,3427,9360,1020,160026,4113,97744,54381,1176,1065,1186,5933,60.4,33.6,0.7,0.7,0.7,3.7
E07000148,NORWICH,57899,57689,98.6,89.1,87.2,38.9,85.0,0.0,0.0,0.2,1.0,0.0,98.9,0.0,57095,51587,50496,22499,49220,2,5,127,594,8,57245,2,6599,50496,2,3,122,467,11.4,87.2,0.0,0.0,0.2,0.8
E06000018,NOTTINGHAM,144167,143919,98.3,93.4,92.9,48.8,91.1,0.0,0.1,0.2,1.5,0.0,98.4,0.0,141712,134709,133892,70407,131387,43,93,293,2207,8,141858,0,7820,133892,43,50,200,1914,5.4,92.9,0.0,0.0,0.1,1.3
E07000219,NUNEATON AND BEDWORTH,61955,61768,98.8,86.3,86.3,20.5,86.3,0.0,0.2,0.2,0.9,0.0,99.3,0.0,61221,53482,53482,12687,53452,25,100,126,547,4,61513,0,7739,53482,25,75,26,421,12.5,86.3,0.0,0.1,0.0,0.7
E07000135,OADBY AND WIGSTON,25652,25535,98.8,81.2,78.5,11.8,74.1,0.0,0.0,0.0,0.8,0.0,99.3,0.0,25339,20817,20149,3035,19004,0,3,11,196,0,25484,0,5190,20149,0,3,8,185,20.2,78.5,0.0,0.0,0.0,0.7
E08000004,OLDHAM,99342,99163,98.5,85.1,84.8,36.9,84.5,0.1,0.2,0.2,1.3,0.0,99.7,0.3,97870,84514,84251,36634,83962,75,158,213,1293,16,99031,324,13619,84251,75,83,55,1080,13.7,84.8,0.1,0.1,0.1,1.1
S12000023,ORKNEY ISLANDS,13131,12785,65.5,2.0,2.0,2.0,2.0,2.6,6.4,17.3,31.9,5.4,77.0,0.0,8602,264,264,264,264,343,841,2276,4183,712,10105,0,8338,264,343,498,1435,1907,63.5,2.0,2.6,3.8,10.9,14.5
E07000178,OXFORD,68991,64724,92.6,79.9,75.7,2.1,71.9,0.0,0.0,0.4,1.2,0.5,92.7,0.0,63870,55153,52253,1451,49620,2,24,281,854,354,63970,0,11617,52253,2,22,257,573,16.8,75.7,0.0,0.0,0.4,0.8
W06000009,PEMBROKESHIRE,66503,66358,91.4,20.7,20.7,20.7,20.7,1.2,2.6,4.1,8.4,1.0,96.3,2.9,60763,13740,13740,13740,13740,810,1728,2733,5595,638,64073,1947,47023,13740,810,918,1005,2862,70.7,20.7,1.2,1.4,1.5,4.3
E07000122,PENDLE,44598,44328,96.2,68.4,68.1,34.2,67.6,0.4,0.8,1.1,3.2,0.1,98.7,52.6,42883,30507,30359,15269,30167,172,371,496,1445,56,43999,23454,12524,30359,172,199,125,949,28.1,68.1,0.4,0.4,0.3,2.1
S12000048,PERTH AND KINROSS,80101,79626,85.9,39.8,39.1,10.7,38.4,1.4,3.6,6.5,13.5,1.4,95.3,0.0,68846,31908,31318,8568,30771,1092,2886,5183,10780,1148,76373,1,37528,31318,1092,1794,2297,5597,46.9,39.1,1.4,2.2,2.9,7.0
E06000031,PETERBOROUGH,94242,93990,98.6,89.7,89.4,86.6,86.8,0.1,0.2,0.4,1.1,0.1,99.3,0.0,92920,84538,84289,81644,81767,52,207,350,1070,56,93623,0,8631,84289,52,155,143,720,9.2,89.4,0.1,0.2,0.2,0.8
E06000026,PLYMOUTH,127362,126258,96.8,90.0,89.2,20.9,88.4,0.0,0.1,0.8,2.3,0.0,97.2,26.6,123346,114597,113592,26598,112567,0,159,1006,2912,7,123839,33925,9754,113592,0,159,847,1906,7.7,89.2,0.0,0.1,0.7,1.5
E06000044,PORTSMOUTH,96208,95881,97.7,95.8,94.6,47.6,93.1,0.0,0.2,0.4,1.9,0.0,97.8,0.0,94042,92193,91026,45764,89600,1,157,421,1839,2,94092,0,3016,91026,1,156,264,1418,3.1,94.6,0.0,0.2,0.3,1.5
W06000023,POWYS,70448,69221,81.5,26.0,25.9,26.0,26.0,3.0,6.4,9.8,16.8,3.9,89.9,6.2,57388,18344,18264,18341,18344,2103,4489,6870,11833,2777,63354,4397,39124,18264,2103,2386,2381,4963,55.5,25.9,3.0,3.4,3.4,7.0
E07000123,PRESTON,69593,69386,97.8,74.9,73.8,20.4,72.2,0.0,0.1,0.3,1.9,0.0,98.9,61.8,68044,52140,51329,14170,50248,29,57,176,1342,13,68848,42999,16715,51329,29,28,119,1166,24.0,73.8,0.0,0.0,0.2,1.7
E06000038,READING,76929,76231,98.0,92.1,90.1,51.3,88.2,0.0,0.0,0.2,1.1,0.0,98.1,0.0,75378,70850,69323,39468,67815,2,35,116,853,26,75453,0,6055,69323,2,33,81,737,7.9,90.1,0.0,0.0,0.1,1.0
E09000026,REDBRIDGE,111958,111699,98.4,89.3,88.6,45.4,87.0,0.0,0.1,0.2,1.4,0.0,98.6,0.0,110150,100000,99193,50834,97381,15,100,263,1549,2,110423,1,10957,99193,15,85,163,1286,9.8,88.6,0.0,0.1,0.1,1.1
E06000003,REDCAR AND CLEVELAND,68960,68852,97.6,88.5,87.8,7.3,87.1,0.1,0.4,1.0,2.2,0.1,98.8,0.7,67336,61000,60527,5049,60070,98,274,660,1516,85,68112,475,6809,60527,98,176,386,856,9.9,87.8,0.1,0.3,0.6,1.2
E07000236,REDDITCH,40186,39950,98.3,82.4,82.4,8.7,81.7,0.0,0.0,0.1,1.1,0.0,99.1,0.0,39500,33128,33126,3489,32815,3,12,45,450,19,39808,7,6374,33126,3,9,33,405,15.9,82.4,0.0,0.0,0.1,1.0
E07000211,REIGATE AND BANSTEAD,65294,65164,97.8,81.3,80.8,35.8,79.5,0.0,0.1,0.1,2.0,0.0,99.6,0.0,63844,53075,52732,23392,51929,23,50,75,1320,22,65053,0,11112,52732,23,27,25,1245,17.0,80.8,0.0,0.0,0.0,1.9
S12000038,RENFREWSHIRE,96776,96562,97.6,90.6,90.6,73.5,90.6,0.1,0.3,0.7,2.2,0.0,98.6,0.0,94414,87709,87709,71129,87697,114,275,630,2148,38,95429,0,6705,87709,114,161,355,1518,6.9,90.6,0.1,0.2,0.4,1.6
W06000016,RHONDDA CYNON TAF,119686,119205,97.7,41.0,39.2,30.7,37.9,0.0,0.1,0.3,1.9,0.0,99.0,26.6,116934,49053,46914,36747,45383,41,78,341,2271,56,118513,31881,70020,46914,41,37,263,1930,58.5,39.2,0.0,0.0,0.2,1.6
E07000124,RIBBLE VALLEY,31145,31017,93.0,62.6,62.5,61.5,62.4,0.6,1.5,2.7,6.6,0.2,98.6,79.1,28955,19483,19454,19150,19426,179,469,855,2062,63,30702,24633,9501,19454,179,290,386,1207,30.5,62.5,0.6,0.9,1.2,3.9
E09000027,RICHMOND UPON THAMES,89031,88802,98.2,89.5,88.3,35.6,87.1,0.0,0.0,0.2,1.5,0.0,98.3,0.0,87457,79674,78570,31714,77518,1,17,144,1345,7,87559,0,8887,78570,1,16,127,1201,10.0,88.3,0.0,0.0,0.1,1.3
E07000166,RICHMONDSHIRE,25332,25217,87.5,32.4,23.1,17.1,17.1,1.7,3.7,5.9,12.0,2.1,96.6,24.6,22173,8199,5853,4325,4325,432,927,1499,3044,536,24474,6226,16320,5853,432,495,572,1545,64.4,23.1,1.7,2.0,2.3,6.1
E08000005,ROCHDALE,102461,102270,97.8,74.0,68.5,15.8,63.8,0.0,0.1,0.3,2.0,0.0,99.3,0.0,100212,75779,70164,16166,65376,22,123,336,2058,10,101694,0,30048,70164,22,101,213,1722,29.3,68.5,0.0,0.1,0.2,1.7
E07000075,ROCHFORD,38740,38568,98.4,48.2,44.7,42.1,42.1,0.0,0.1,0.3,1.2,0.0,99.3,0.0,38112,18674,17331,16295,16297,1,58,97,456,14,38474,0,20781,17331,1,57,39,359,53.6,44.7,0.0,0.1,0.1,0.9
E07000125,ROSSENDALE,34947,34833,93.9,54.5,45.6,4.3,37.7,0.1,0.8,1.0,5.7,0.1,98.6,0.1,32828,19044,15922,1487,13165,44,276,356,2005,47,34462,50,16906,15922,44,232,80,1649,48.4,45.6,0.1,0.7,0.2,4.7
E07000064,ROTHER,50123,49808,95.6,49.3,49.3,49.3,49.3,0.1,0.2,0.7,3.8,0.2,99.1,0.7,47894,24693,24693,24693,24693,43,119,349,1914,108,49669,340,23201,24693,43,76,230,1565,46.3,49.3,0.1,0.2,0.5,3.1
E08000018,ROTHERHAM,126125,125870,98.3,66.7,64.7,29.3,63.5,0.0,0.2,0.5,1.5,0.1,99.2,0.2,124025,84126,81620,36898,80061,26,284,569,1845,65,125078,248,42405,81620,26,258,285,1276,33.6,64.7,0.0,0.2,0.2,1.0
E07000220,RUGBY,51573,51420,97.8,72.7,70.1,32.1,67.7,0.2,0.4,0.7,1.9,0.1,99.1,0.0,50422,37487,36153,16555,34931,122,227,354,998,41,51087,2,14269,36153,122,105,127,644,27.7,70.1,0.2,0.2,0.2,1.2
E07000212,RUNNYMEDE,39187,39004,97.0,77.9,76.3,30.0,74.4,0.0,0.0,0.7,2.5,0.0,97.9,0.0,38021,30512,29903,11739,29174,1,19,275,983,11,38379,0,8118,29903,1,18,256,708,20.7,76.3,0.0,0.0,0.7,1.8
E07000176,RUSHCLIFFE,55811,55642,97.6,78.9,76.4,44.2,73.9,0.2,0.4,0.7,2.1,0.1,99.4,5.8,54458,44041,42620,24655,41231,84,209,411,1184,80,55449,3233,11838,42620,84,125,202,773,21.2,76.4,0.2,0.2,0.4,1.4
E07000092,RUSHMOOR,43645,43555,97.7,84.5,84.5,29.2,84.3,0.0,0.8,1.6,2.1,0.1,97.9,0.0,42655,36878,36878,12749,36788,18,364,699,900,33,42742,0,5777,36878,18,346,335,201,13.2,84.5,0.0,0.8,0.8,0.5
E06000017,RUTLAND,18873,18803,91.8,24.2,24.2,24.2,24.2,0.3,0.5,0.8,7.8,0.2,99.2,0.2,17330,4573,4573,4573,4573,52,90,156,1473,32,18716,37,12757,4573,52,38,66,1317,67.6,24.2,0.3,0.2,0.3,7.0
E07000167,RYEDALE,30597,30235,87.5,15.6,15.6,15.6,15.6,2.2,4.0,5.6,11.3,1.7,95.7,31.6,26769,4781,4781,4781,4781,659,1218,1728,3466,505,29268,9658,21988,4781,659,559,510,1738,71.9,15.6,2.2,1.8,1.7,5.7
E08000006,SALFORD,133780,133327,96.0,85.1,84.7,66.4,84.3,0.0,0.9,1.9,3.7,0.0,96.1,0.0,128366,113794,113339,88896,112818,22,1195,2503,4961,12,128587,0,15027,113339,22,1173,1308,2458,11.2,84.7,0.0,0.9,1.0,1.8
E08000028,SANDWELL,143397,143039,99.2,87.4,86.7,36.3,84.5,0.0,0.0,0.1,0.6,0.0,99.2,0.0,142183,125310,124396,52120,121167,17,62,190,856,13,142262,2,17787,124396,17,45,128,666,12.4,86.7,0.0,0.0,0.1,0.5
E07000168,SCARBOROUGH,64363,64102,94.7,5.5,5.5,5.5,5.5,0.5,1.1,1.6,4.9,0.4,98.1,25.5,60947,3528,3528,3525,3528,328,710,1036,3155,232,63111,16414,57419,3528,328,382,326,2119,89.2,5.5,0.5,0.6,0.5,3.3
S12000026,SCOTTISH BORDERS,65439,64872,87.2,29.5,27.4,25.8,25.8,1.4,3.3,5.9,11.9,2.2,95.1,15.5,57087,19302,17904,16871,16871,886,2145,3846,7785,1416,62259,10143,39183,17904,886,1259,1701,3939,59.9,27.4,1.4,1.9,2.6,6.0
E07000188,SEDGEMOOR,60596,60417,94.4,67.4,64.2,62.0,62.0,0.2,0.7,1.6,5.3,0.3,97.8,0.0,57209,40836,38880,37583,37583,148,438,951,3208,209,59293,0,18329,38880,148,290,513,2257,30.2,64.2,0.2,0.5,0.8,3.7
E08000014,SEFTON,138127,137069,98.3,75.8,70.5,43.2,57.9,0.0,0.0,0.2,1.0,0.1,98.9,0.3,135723,104680,97420,59738,80026,4,53,220,1346,70,136646,353,38303,97420,4,49,167,1126,27.7,70.5,0.0,0.0,0.1,0.8
E07000169,SELBY,44108,43931,94.8,52.3,52.3,52.3,52.3,0.7,1.1,1.6,4.8,0.3,98.6,13.2,41820,23089,23089,23087,23089,290,478,714,2111,123,43491,5836,18731,23089,290,188,236,1397,42.5,52.3,0.7,0.4,0.5,3.2
E07000111,SEVENOAKS,53865,53698,94.6,66.1,66.0,43.0,65.9,0.2,0.4,0.8,5.1,0.1,99.3,0.0,50942,35601,35525,23178,35473,92,209,450,2756,79,53482,0,15417,35525,92,117,241,2306,28.6,66.0,0.2,0.2,0.4,4.3
E08000019,SHEFFIELD,264275,263407,96.8,72.4,70.6,50.5,68.9,0.0,0.1,0.7,2.9,0.0,97.4,0.1,255815,191269,186453,133540,182054,58,250,1936,7592,61,257400,198,69362,186453,58,192,1686,5656,26.2,70.6,0.0,0.1,0.6,2.1
S12000027,SHETLAND ISLANDS,13204,13063,71.2,5.0,5.0,5.0,5.0,2.8,7.1,16.5,27.7,4.8,84.1,0.0,9404,655,655,655,655,372,937,2181,3659,631,11098,0,8749,655,372,565,1244,1478,66.3,5.0,2.8,4.3,9.4,11.2
E06000051,SHROPSHIRE,155616,154991,88.9,40.6,27.1,30.0,32.8,0.8,2.3,4.3,10.7,0.4,96.1,75.6,138310,63215,42214,46744,51008,1283,3580,6751,16681,602,149623,117594,96096,42214,1283,2297,3171,9930,61.8,27.1,0.8,1.5,2.0,6.4
E06000039,SLOUGH,58328,58142,98.5,94.3,92.5,72.1,89.5,0.0,0.0,0.1,1.1,0.0,98.7,0.0,57472,54991,53930,42064,52208,4,19,51,670,4,57547,0,3542,53930,4,15,32,619,6.1,92.5,0.0,0.0,0.1,1.1
E08000029,SOLIHULL,99055,98737,98.1,91.0,90.7,53.5,90.1,0.0,0.2,0.6,1.6,0.0,98.5,0.0,97172,90169,89816,53023,89267,41,158,614,1565,29,97609,1,7356,89816,41,117,456,951,7.4,90.7,0.0,0.1,0.5,1.0
E07000246,SOMERSET WEST AND TAUNTON,79361,78995,90.8,49.6,46.5,44.9,44.9,0.7,2.1,3.6,8.8,0.8,96.7,5.4,72046,39392,36886,35672,35672,554,1669,2869,6949,613,76755,4271,35160,36886,554,1115,1200,4080,44.3,46.5,0.7,1.4,1.5,5.1
