laua,laua_name,pixel_count,prem_count,ab_rd_count,mway_count,mway_ard_count,2G_prem_out_0,2G_prem_out_1,2G_prem_out_2,2G_prem_out_3,2G_prem_in_0,2G_prem_in_1,2G_prem_in_2,2G_prem_in_3,2G_geo_out_0,2G_geo_out_1,2G_geo_out_2,2G_geo_out_3,2G_abrd_in_0,2G_abrd_in_1,2G_abrd_in_2,2G_abrd_in_3,2G_mway_in_0,2G_mway_in_1,2G_mway_in_2,2G_mway_in_3,2G_mway_ard_in_0,2G_mway_ard_in_1,2G_mway_ard_in_2,2G_mway_ard_in_3,3G_prem_out_0,3G_prem_out_1,3G_prem_out_2,3G_prem_out_3,3G_prem_out_4,3G_prem_in_0,3G_prem_in_1,3G_prem_in_2,3G_prem_in_3,3G_prem_in_4,3G_geo_out_0,3G_geo_out_1,3G_geo_out_2,3G_geo_out_3,3G_geo_out_4,3G_abrd_in_0,3G_abrd_in_1,3G_abrd_in_2,3G_abrd_in_3,3G_abrd_in_4,3G_mway_in_0,3G_mway_in_1,3G_mway_in_2,3G_mway_in_3,3G_mway_in_4,3G_mway_ard_in_0,3G_mway_ard_in_1,3G_mway_ard_in_2,3G_mway_ard_in_3,3G_mway_ard_in_4,4G_prem_out_0,4G_prem_out_1,4G_prem_out_2,4G_prem_out_3,4G_prem_out_4,4G_prem_in_0,4G_prem_in_1,4G_prem_in_2,4G_prem_in_3,4G_prem_in_4,4G_geo_out_0,4G_geo_out_1,4G_geo_out_2,4G_geo_out_3,4G_geo_out_4,4G_abrd_in_0,4G_abrd_in_1,4G_abrd_in_2,4G_abrd_in_3,4G_abrd_in_4,4G_mway_in_0,4G_mway_in_1,4G_mway_in_2,4G_mway_in_3,4G_mway_in_4,4G_mway_ard_in_0,4G_mway_ard_in_1,4G_mway_ard_in_2,4G_mway_ard_in_3,4G_mway_ard_in_4,Voice_prem_out_0,Voice_prem_out_1,Voice_prem_out_2,Voice_prem_out_3,Voice_prem_out_4,Voice_prem_in_0,Voice_prem_in_1,Voice_prem_in_2,Voice_prem_in_3,Voice_prem_in_4,Voice_geo_out_0,Voice_geo_out_1,Voice_geo_out_2,Voice_geo_out_3,Voice_geo_out_4,Voice_abrd_in_0,Voice_abrd_in_1,Voice_abrd_in_2,Vocie_abrd_in_3,Voice_abrd_in_4,Voice_mway_in_0,Voice_mway_in_1,Voice_mway_in_2,Voice_mway_in_3,Voice_mway_in_4,Voice_mway_ard_in_0,Voice_mway_ard_in_1,Voice_mway_ard_in_2,Voice_mway_ard_in_3,Voice_mway_ard_in_4,Data_prem_out_0,Data_prem_out_1,Data_prem_out_2,Data_prem_out_3,Data_prem_out_4,Data_prem_in_0,Data_prem_in_1,Data_prem_in_2,Data_prem_in_3,Data_prem_in_4,Data_geo_out_0,Data_geo_out_1,Data_geo_out_2,Data_geo_out_3,Data_geo_out_4,Data_abrd_in_0,Data_abrd_in_1,Data_abrd_in_2,Data_abrd_in_3,Data_abrd_in_4,Data_mway_in_0,Data_mway_in_1,Data_mway_in_2,Data_mway_in_3,Data_mway_in_4,Data_mway_ard_in_0,Data_mway_ard_in_1,Data_mway_ard_in_2,Data_mway_ard_in_3,Data_mway_ard_in_4
E09000005,Brent,4329,134368,754,0,594,,,,100.00,,0.02,8.39,91.59,,,0.07,99.93,,,9.27,90.73,,,,,,,8.07,91.93,,,,,100.00,,,0.16,1.93,97.91,,,,,100.00,,,,2.39,97.61,,,,,,,,,2.53,97.47,,,,,100.00,,,,1.42,98.58,,,,,100.00,,,,1.72,98.28,,,,,,,,,1.85,98.15,,,,,100.00,,,,,100.00,,,,,100.00,,,,,100.00,,,,,,,,,,100.00,,,,,100.00,,,,,100.00,,,,,100.00,,,,,100.00,,,,,,,,,,100.00
E09000006,Bromley,15010,146741,1474,1,1158,0.03,0.21,2.71,97.06,0.83,5.30,21.68,72.20,1.29,3.46,10.00,85.25,3.40,6.58,22.42,67.60,,,100.00,,3.12,4.76,21.37,70.76,,,0.07,0.36,99.57,0.03,0.11,3.21,5.69,90.96,,0.03,1.62,5.98,92.37,,,6.31,9.86,83.83,,,,,100.00,,,5.36,9.42,85.21,,0.00,0.08,0.34,99.58,0.04,0.28,1.35,12.44,85.88,0.09,0.28,1.62,3.70,94.30,0.20,1.49,4.77,13.81,79.72,,,,,100.00,0.17,1.04,3.99,13.44,81.36,,,,0.04,99.96,0.00,0.02,0.18,1.17,98.63,,,0.14,1.88,97.98,,,0.68,4.49,94.83,,,,,100.00,,,0.26,4.42,95.32,,,,0.00,100.00,,0.00,0.05,0.10,99.84,,,,0.20,99.80,,,,0.48,99.52,,,,,100.00,,,,0.61,99.39
E09000007,Camden,2182,121166,664,0,452,,,0.07,99.93,,1.14,4.64,94.22,,,1.28,98.72,,0.30,5.42,94.28,,,,,,0.44,5.30,94.25,,,,0.03,99.97,,,,3.99,96.01,,,,0.32,99.68,,,,1.81,98.19,,,,,,,,,1.32,98.68,,,,0.04,99.96,,,0.11,1.74,98.15,,,0.05,1.05,98.90,,,0.60,3.00,96.40,,,,,,,,0.44,1.98,97.58,,,,,100.00,,,,0.06,99.94,,,,0.05,99.95,,,,0.15,99.85,,,,,,,,,0.22,99.78,,,,,100.00,,,,0.02,99.98,,,,,100.00,,,,,100.00,,,,,,,,,,100.00
E09000008,Croydon,8650,167558,1267,0,935,,0.00,1.83,98.17,0.20,2.94,25.34,71.51,,0.30,5.95,93.75,0.47,3.47,20.68,75.37,,,,,0.54,2.25,18.93,78.28,,,0.02,0.28,99.70,,0.00,3.51,7.08,89.40,,,0.38,2.86,96.75,,,3.08,4.11,92.81,,,,,,,,3.42,4.28,92.29,,,,0.29,99.71,0.05,0.31,0.86,5.33,93.44,,,0.02,1.91,98.07,0.16,0.24,1.18,5.68,92.74,,,,,,0.21,0.32,1.07,4.71,93.69,,,,0.12,99.88,,,0.34,0.65,99.00,,,0.01,0.96,99.03,,,0.16,1.03,98.81,,,,,,,,0.21,1.07,98.71,,,,0.06,99.94,,,,0.21,99.79,,,,0.08,99.92,,,,0.16,99.84,,,,,,,,,0.11,99.89
E09000009,Ealing,5561,147967,905,1,648,,,0.31,99.69,0.26,0.80,17.32,81.61,,,1.18,98.82,,0.66,16.10,83.24,,,100.00,,,0.92,15.39,83.69,,,,0.00,100.00,,,2.30,5.24,92.45,,,,0.36,99.64,,,1.54,7.60,90.86,,,,100.00,,,,1.84,7.53,90.62,,,,,100.00,,,0.01,3.83,96.16,,,,0.07,99.93,,,0.11,3.31,96.58,,,,100.00,,,,0.15,2.92,96.92,,,,,100.00,,,0.01,0.84,99.15,,,,0.02,99.98,,,0.11,1.76,98.13,,,,100.00,,,,0.15,1.84,98.00,,,,,100.00,,,,,100.00,,,,,100.00,,,,,100.00,,,,,100.00,,,,,100.00
E09000010,Enfield,8221,133484,1028,104,1056,,,1.60,98.40,0.12,1.49,20.27,78.12,,0.08,3.21,96.71,,2.23,20.09,77.67,,,24.09,75.91,,2.18,21.37,76.46,,,,0.56,99.44,,,2.01,7.82,90.17,,,,0.47,99.53,,,2.03,9.20,88.77,,,2.88,17.31,79.82,,,2.26,10.57,87.17,,,,0.01,99.99,,0.02,0.39,5.30,94.29,,,,0.07,99.93,,,0.19,3.01,96.80,,,,2.88,97.12,,,0.19,2.93,96.88,,,,,100.00,,,,2.45,97.55,,,,,100.00,,,,1.46,98.54,,,,1.92,98.08,,,,1.61,98.39,,,,,100.00,,,,,100.00,,,,,100.00,,,,,100.00,,,,,100.00,,,,,100.00
E09000011,Greenwich,4744,123847,913,0,776,,,0.54,99.46,0.06,3.42,20.07,76.46,,,2.43,97.57,0.11,1.54,19.72,78.64,,,,,0.13,1.55,19.21,79.11,,,,0.37,99.63,,,4.85,4.49,90.66,,,,0.53,99.47,,,2.95,5.92,91.13,,,,,,,,2.70,5.80,91.50,,,,0.27,99.73,,0.06,1.55,9.53,88.86,,,,0.53,99.47,,,2.85,8.53,88.61,,,,,,,,2.84,8.37,88.79,,,,,100.00,,,0.06,1.20,98.74,,,,0.02,99.98,,,,2.31,97.69,,,,,,,,,2.33,97.67,,,,,100.00,,,,,100.00,,,,,100.00,,,,,100.00,,,,,,,,,,100.00
E09000012,Hackney,1909,126014,514,0,389,,,,100.00,,0.67,13.18,86.15,,,,100.00,,0.97,10.70,88.33,,,,,,0.52,9.51,89.98,,,,,100.00,,,0.12,4.98,94.90,,,,,100.00,,,,5.45,94.55,,,,,,,,,4.11,95.89,,,,,100.00,,,,0.73,99.27,,,,,100.00,,,,1.75,98.25,,,,,,,,,1.80,98.20,,,,,100.00,,,,,100.00,,,,,100.00,,,,,100.00,,,,,,,,,,100.00,,,,,100.00,,,,,100.00,,,,,100.00,,,,,100.00,,,,,,,,,,100.00
E09000013,Hammersmith and Fulham,1640,92175,406,0,359,,,,100.00,0.11,0.28,3.69,95.91,,,,100.00,,,3.94,96.06,,,,,,,4.46,95.54,,,,,100.00,,,0.05,0.90,99.06,,,,,100.00,,,,1.23,98.77,,,,,,,,,1.39,98.61,,,,,100.00,,,,0.35,99.65,,,,,100.00,,,,0.25,99.75,,,,,,,,,0.28,99.72,,,,,100.00,,,,,100.00,,,,,100.00,,,,,100.00,,,,,,,,,,100.00,,,,,100.00,,,,,100.00,,,,,100.00,,,,,100.00,,,,,,,,,,100.00
E09000014,Haringey,2941,108435,651,0,456,,,0.25,99.75,,1.85,14.06,84.09,,,1.05,98.95,,1.68,13.66,84.66,,,,,,,13.37,86.63,,,,,100.00,,,0.25,2.90,96.85,,,,0.20,99.80,,,0.62,3.37,96.01,,,,,,,,0.66,2.84,96.49,,,,0.05,99.95,,0.26,0.57,5.60,93.57,,,,0.41,99.59,,0.15,1.22,6.58,92.04,,,,,,,,,4.59,95.41,,,,,100.00,,,,0.02,99.98,,,,,100.00,,,,0.46,99.54,,,,,,,,,,100.00,,,,,100.00,,,,,100.00,,,,,100.00,,,,,100.00,,,,,,,,,,100.00
E09000015,Harrow,5043,98579,558,13,541,,,0.08,99.92,0.03,0.67,16.56,82.74,,,1.83,98.17,0.54,2.51,17.74,79.22,,,69.21,30.79,0.55,2.59,18.48,78.38,,,0.00,0.03,99.96,,,0.34,1.85,97.81,,,0.02,0.64,99.34,,,1.07,6.09,92.83,,,,61.52,38.48,,,1.11,7.21,91.68,,,,,100.00,,0.00,0.04,1.33,98.63,,,,0.14,99.86,,0.18,0.90,4.48,94.45,,,,61.52,38.48,,0.18,0.92,5.73,93.16,,,,,100.00,,,0.00,0.03,99.97,,,,0.02,99.98,,,,1.25,98.75,,,,61.52,38.48,,,,2.41,97.59,,,,,100.00,,,,,100.00,,,,,100.00,,,,,100.00,,,,,100.00,,,,,100.00
E09000016,Havering,11234,113734,911,139,757,,,1.00,99.00,0.12,1.10,18.83,79.95,,0.07,7.10,92.82,,1.00,22.71,76.29,,5.04,23.77,71.19,,1.20,21.66,77.14,,,0.01,0.14,99.85,,,2.68,5.90,91.43,,,0.25,2.52,97.23,,,6.47,8.14,85.39,,,2.88,26.62,70.50,,,5.14,10.46,84.40,,,,0.11,99.89,,0.04,0.51,8.78,90.67,,,0.03,1.24,98.73,,,2.64,11.78,85.57,,,2.16,23.04,74.79,,,0.80,11.26,87.95,,,,0.05,99.95,,,0.11,1.87,98.02,,,0.02,0.58,99.40,,,1.64,5.07,93.29,,,,18.73,81.27,,,0.26,6.63,93.10,,,,,100.00,,,,0.05,99.95,,,,,100.00,,,0.11,0.11,99.78,,,,5.05,94.95,,,,0.93,99.07
E09000017,Hillingdon,11574,120867,1038,140,969,,0.00,0.52,99.48,0.00,0.96,12.75,86.28,,0.28,4.90,94.82,0.29,2.51,13.88,83.33,,,19.25,80.75,0.31,2.07,14.96,82.67,,,,0.01,99.99,,0.00,0.64,2.50,96.86,,,,1.15,98.85,,,0.58,4.72,94.71,,,,22.09,77.91,,,0.62,8.13,91.25,,,,0.01,99.99,,0.00,0.34,5.61,94.05,,,0.06,1.98,97.96,,,1.44,11.84,86.71,,,1.42,23.52,75.05,,,1.55,14.95,83.51,,,,0.00,100.00,,,0.01,0.39,99.60,,,,0.46,99.54,,,,1.92,98.08,,,,14.26,85.74,,,,4.11,95.89,,,,,100.00,,,,0.00,100.00,,,,,100.00,,,,0.19,99.81,,,,2.15,97.85,,,,0.52,99.48
E09000018,Hounslow,5587,100113,1006,130,926,,,0.36,99.64,,0.19,9.62,90.19,,,1.81,98.19,,,11.63,88.37,,,29.30,70.70,,,11.99,88.01,,,,0.01,99.99,,,0.23,2.10,97.67,,,,0.82,99.18,,,0.79,3.47,95.74,,,0.77,16.93,82.30,,,0.22,4.97,94.82,,,,,100.00,,,0.13,4.09,95.78,,,,0.11,99.89,,,0.69,4.57,94.74,,,0.77,15.37,83.86,,,0.11,4.97,94.92,,,,,100.00,,,,0.19,99.81,,,,0.02,99.98,,,0.49,0.70,98.81,,,,6.93,93.07,,,,1.41,98.59,,,,,100.00,,,,,100.00,,,,,100.00,,,,,100.00,,,,1.54,98.46,,,,0.22,99.78
E09000019,Islington,1487,118418,510,0,426,,,0.20,99.80,,0.99,7.39,91.62,,,0.13,99.87,,0.78,5.88,93.34,,,,,,0.70,3.76,95.54,,,,0.11,99.89,,,0.50,4.09,95.42,,,,0.07,99.93,,,0.59,3.14,96.27,,,,,,,,0.23,1.88,97.89,,,,,100.00,,,,1.72,98.28,,,,,100.00,,,,0.59,99.41,,,,,,,,,0.70,99.30,,,,,100.00,,,,,100.00,,,,,100.00,,,,,100.00,,,,,,,,,,100.00,,,,,100.00,,,,,100.00,,,,,100.00,,,,,100.00,,,,,,,,,,100.00
E09000020,Kensington and Chelsea,1213,99432,449,0,347,,,,100.00,,,0.61,99.39,,,,100.00,,,1.12,98.88,,,,,,,0.87,99.13,,,,,100.00,,,,2.14,97.86,,,,,100.00,,,,2.00,98.00,,,,,,,,,1.72,98.28,,,,,100.00,,,,,100.00,,,,,100.00,,,,,100.00,,,,,,,,,,100.00,,,,,100.00,,,,,100.00,,,,,100.00,,,,,100.00,,,,,,,,,,100.00,,,,,100.00,,,,,100.00,,,,,100.00,,,,,100.00,,,,,,,,,,100.00
E09000021,Kingston upon Thames,3728,70693,609,0,514,,,0.54,99.46,,0.83,21.66,77.51,,,3.82,96.18,,2.13,23.96,73.92,,,,,,1.94,22.16,75.90,,,0.02,0.04,99.95,,,4.47,4.65,90.88,,,0.29,2.38,97.33,,,8.18,6.72,85.10,,,,,,,,6.98,5.63,87.38,,,,0.05,99.95,,,0.33,7.01,92.66,,,,0.32,99.68,,,5.56,8.37,86.07,,,,,,,,5.04,5.05,89.91,,,,0.01,99.99,,,0.08,0.46,99.46,,,,0.16,99.84,,,2.45,6.06,91.49,,,,,,,,2.52,3.49,93.99,,,,,100.00,,,,0.05,99.95,,,,,100.00,,,,0.82,99.18,,,,,,,,,0.78,99.22
E09000022,Lambeth,2679,152958,738,0,614,,,0.50,99.50,,0.18,14.03,85.80,,,0.89,99.11,,0.27,9.61,90.11,,,,,,0.33,7.49,92.18,,,,0.15,99.85,,,1.29,5.33,93.38,,,,0.26,99.74,,,0.14,4.74,95.12,,,,,,,,0.16,2.93,96.90,,,,,100.00,,,,0.42,99.58,,,,,100.00,,,,1.22,98.78,,,,,,,,,1.31,98.69,,,,,100.00,,,,,100.00,,,,,100.00,,,,,100.00,,,,,,,,,,100.00,,,,,100.00,,,,,100.00,,,,,100.00,,,,,100.00,,,,,,,,,,100.00
E09000023,Lewisham,3512,137535,658,0,468,,,0.10,99.90,0.74,3.02,17.75,78.49,,,0.14,99.86,0.91,2.88,16.58,79.63,,,,,0.64,2.13,17.11,80.11,,,,0.09,99.91,,,0.85,3.19,95.96,,,,0.06,99.94,,,0.61,2.58,96.81,,,,,,,,,2.35,97.65,,,,,100.00,,,0.03,1.98,97.99,,,,,100.00,,,,2.73,97.27,,,,,,,,,2.56,97.44,,,,,100.00,,,,,100.00,,,,,100.00,,,,,100.00,,,,,,,,,,100.00,,,,,100.00,,,,,100.00,,,,,100.00,,,,,100.00,,,,,,,,,,100.00
E09000024,Merton,3760,89525,704,0,487,,,0.27,99.73,,0.21,19.07,80.72,,0.05,6.23,93.71,,,17.93,82.07,,,,,,,22.62,77.38,,,0.01,0.11,99.88,,,1.23,3.63,95.14,,,0.05,3.78,96.16,,,2.14,5.70,92.16,,,,,,,,2.47,6.59,90.94,,,,0.00,100.00,,0.01,0.12,3.35,96.53,,,0.16,1.69,98.15,,,,8.69,91.31,,,,,,,,,8.64,91.36,,,,0.00,100.00,,,0.01,0.16,99.83,,,,1.27,98.73,,,,3.43,96.57,,,,,,,,,3.72,96.28,,,,,100.00,,,,0.00,100.00,,,,,100.00,,,,,100.00,,,,,,,,,,100.00
E09000025,Newham,3623,126684,752,0,610,,,0.97,99.03,0.00,0.01,11.73,88.25,,,2.22,97.78,,,12.52,87.48,,,,,,,14.12,85.88,,,,,100.00,,,0.24,3.91,95.85,,,,,100.00,,,0.27,3.86,95.87,,,,,,,,0.33,4.76,94.91,,,,,100.00,,0.00,0.00,3.27,96.73,,,,,100.00,,,,2.66,97.34,,,,,,,,,2.96,97.04,,,,,100.00,,,0.00,0.26,99.74,,,,,100.00,,,,0.13,99.87,,,,,,,,,0.16,99.84,,,,,100.00,,,,,100.00,,,,,100.00,,,,,100.00,,,,,,,,,,100.00
E09000026,Redbridge,5639,111045,771,75,743,,,0.36,99.64,0.04,1.54,19.85,78.56,,0.09,3.95,95.96,0.13,1.43,16.46,81.99,,,5.33,94.67,0.14,1.48,14.93,83.45,,,0.03,0.23,99.74,,,1.30,3.57,95.13,,,0.20,2.64,97.16,,,2.47,8.06,89.47,,,,2.67,97.33,,,1.62,7.69,90.69,,,,0.03,99.97,,0.03,0.29,6.32,93.37,,,0.05,0.62,99.32,,0.39,0.78,4.28,94.54,,,,1.33,98.67,,0.41,0.81,4.04,94.74,,,,0.02,99.98,,,0.07,1.10,98.83,,,,0.14,99.86,,,0.13,2.48,97.39,,,,1.33,98.67,,,0.14,2.17,97.69,,,,,100.00,,,,0.03,99.97,,,,,100.00,,,,0.26,99.74,,,,,100.00,,,,0.27,99.73
E09000027,Richmond upon Thames,5725,88398,986,0,735,,,0.47,99.53,,1.15,17.39,81.47,,0.23,9.28,90.50,,1.02,18.36,80.62,,,,,,0.14,18.63,81.23,,,,0.01,99.99,,,1.80,6.51,91.70,,,,4.66,95.34,,,2.03,5.90,92.07,,,,,,,,2.18,4.50,93.32,,,,0.00,100.00,,,0.09,6.24,93.67,,,0.05,0.61,99.33,,,0.41,6.00,93.59,,,,,,,,,6.69,93.31,,,,,100.00,,,,0.81,99.19,,,,0.21,99.79,,,,1.22,98.78,,,,,,,,,0.68,99.32,,,,,100.00,,,,,100.00,,,,,100.00,,,,,100.00,,,,,,,,,,100.00
E09000028,Southwark,2889,148329,779,0,587,,,0.93,99.07,0.09,5.47,12.89,81.55,,,1.70,98.30,,4.50,12.46,83.04,,,,,,5.80,13.81,80.38,,,,,100.00,,,0.16,2.72,97.12,,,,0.14,99.86,,,,2.44,97.56,,,,,,,,,3.07,96.93,,,,,100.00,,,0.01,3.21,96.78,,,,0.03,99.97,,,,3.98,96.02,,,,,,,,,3.41,96.59,,,,,100.00,,,,0.02,99.98,,,,,100.00,,,,,100.00,,,,,,,,,,100.00,,,,,100.00,,,,,100.00,,,,,100.00,,,,,100.00,,,,,,,,,,100.00
E09000029,Sutton,4383,87620,681,0,362,,,0.59,99.41,,0.45,13.34,86.21,,,1.41,98.59,,,12.63,87.37,,,,,,,14.64,85.36,,,,,100.00,,,0.68,2.22,97.09,,,,0.05,99.95,,,0.88,2.94,96.18,,,,,,,,0.83,3.03,96.13,,,,,100.00,,,0.05,2.38,97.57,,,,,100.00,,,0.29,1.91,97.80,,,,,,,,0.55,1.10,98.34,,,,,100.00,,,0.00,0.34,99.66,,,,,100.00,,,0.29,0.59,99.12,,,,,,,,0.55,0.28,99.17,,,,,100.00,,,,,100.00,,,,,100.00,,,,,100.00,,,,,,,,,,100.00
E09000030,Tower Hamlets,1977,141792,689,0,458,,,,100.00,,0.00,5.61,94.38,,,,100.00,,,5.81,94.19,,,,,,,6.99,93.01,,,,,100.00,,,0.00,5.77,94.22,,,,,100.00,,,0.15,5.51,94.34,,,,,,,,0.22,5.02,94.76,,,,,100.00,,,,0.38,99.62,,,,,100.00,,,,0.58,99.42,,,,,,,,,0.66,99.34,,,,,100.00,,,,,100.00,,,,,100.00,,,,,100.00,,,,,,,,,,100.00,,,,,100.00,,,,,100.00,,,,,100.00,,,,,100.00,,,,,,,,,,100.00
E09000031,Waltham Forest,3882,109895,765,0,618,,,0.79,99.21,0.07,0.57,26.61,72.74,,,2.94,97.06,,0.66,24.84,74.50,,,,,,0.81,25.73,73.45,,,,0.21,99.79,,,2.17,11.43,86.40,,,,0.41,99.59,,,2.09,10.72,87.19,,,,,,,,2.27,10.84,86.89,,,,0.02,99.98,,,2.32,9.03,88.65,,,,0.18,99.82,,,1.31,7.07,91.63,,,,,,,,1.46,5.67,92.88,,,,,100.00,,,0.07,2.25,97.69,,,,0.03,99.97,,,,2.62,97.38,,,,,,,,,2.59,97.41,,,,,100.00,,,,,100.00,,,,,100.00,,,,,100.00,,,,,,,,,,100.00
E09000032,Wandsworth,3434,156479,811,0,636,,,1.17,98.83,,0.80,23.32,75.89,,0.03,2.27,97.70,,,21.99,78.01,,,,,,,18.27,81.73,,,,0.10,99.90,,,0.62,9.44,89.94,,,,2.26,97.74,,,1.35,8.65,90.00,,,,,,,,1.41,6.45,92.14,,,,0.07,99.93,,0.04,0.06,1.30,98.60,,,,0.52,99.48,,,0.37,1.84,97.79,,,,,,,,0.47,2.04,97.50,,,,,100.00,,,,0.51,99.49,,,,0.23,99.77,,,,1.47,98.53,,,,,,,,,1.88,98.12,,,,,100.00,,,,0.07,99.93,,,,,100.00,,,,,100.00,,,,,,,,,,100.00
E09000033,Westminster,2146,163700,810,0,627,,,0.00,100.00,,,0.96,99.04,,,0.33,99.67,,,1.60,98.40,,,,,,,2.07,97.93,,,,0.00,100.00,,,0.00,0.03,99.97,,,,0.37,99.63,,,0.12,0.37,99.51,,,,,,,,0.16,0.48,99.36,,,,,100.00,,,,0.10,99.90,,,,,100.00,,,,0.12,99.88,,,,,,,,,0.16,99.84,,,,,100.00,,,,0.01,99.99,,,,,100.00,,,,,100.00,,,,,,,,,,100.00,,,,,100.00,,,,,100.00,,,,,100.00,,,,,100.00,,,,,,,,,,100.00
N09000001,Antrim and Newtownabbey,57254,61021,3274,519,1968,0.10,0.38,7.56,91.97,3.43,4.80,27.42,64.35,1.02,2.30,15.38,81.30,8.62,8.52,36.59,46.27,,,33.39,66.61,2.44,3.42,37.03,57.11,,0.00,0.73,2.61,96.66,0.14,0.17,6.83,18.03,74.83,,0.01,3.31,6.96,89.72,0.22,0.17,14.68,23.43,61.50,,,5.80,16.33,77.87,,,8.89,19.53,71.57,0.00,0.05,0.55,3.13,96.26,0.90,2.97,5.42,19.32,71.39,0.10,0.27,1.93,9.33,88.37,1.67,3.48,10.80,29.73,54.32,,,2.56,24.71,72.72,0.26,0.90,4.81,29.32,64.71,,,0.13,0.71,99.16,0.06,0.13,3.12,7.79,88.91,,0.00,0.91,2.99,96.10,0.22,0.12,6.55,15.54,77.57,,,0.99,10.48,88.53,,,2.36,12.32,85.31,,,0.00,0.13,99.87,,0.03,0.23,3.10,96.64,,,0.01,1.11,98.88,,0.06,1.22,7.48,91.24,,,,3.95,96.05,,,,3.44,96.56
N09000002,"Armagh City, Banbridge and Craigavon",135329,86237,8085,400,3590,0.82,1.23,26.42,71.53,8.39,9.74,50.50,31.36,3.07,3.97,27.02,65.94,19.86,14.40,42.62,23.11,,2.57,51.92,45.51,6.39,11.22,51.07,31.32,0.01,0.06,2.73,7.63,89.56,0.75,1.08,27.49,17.76,52.92,0.05,0.31,7.19,12.33,80.13,2.27,2.33,32.74,23.57,39.09,,,24.29,23.89,51.82,0.11,0.20,30.56,23.56,45.57,0.13,0.18,0.42,3.62,95.65,1.66,3.50,15.45,26.40,52.99,0.45,0.74,2.04,5.46,91.31,4.39,6.76,18.41,24.85,45.59,,0.47,10.97,28.36,60.19,0.36,2.55,15.78,26.05,55.25,0.01,0.05,0.29,0.94,98.71,0.52,0.63,7.96,18.94,71.96,0.03,0.23,1.12,3.37,95.25,1.76,1.45,13.12,22.25,61.42,,,7.86,16.53,75.61,0.02,0.08,10.29,19.34,70.26,,0.01,0.06,0.05,99.88,0.13,0.17,0.39,3.19,96.12,,0.04,0.24,0.39,99.33,0.42,0.49,1.29,4.02,93.78,,,,2.32,97.68,,,0.28,2.30,97.43
N09000003,Belfast,13428,166627,1786,194,1365,,0.01,0.24,99.76,0.16,0.57,13.30,85.97,,0.15,2.26,97.59,0.29,1.78,14.05,83.89,,,11.29,88.71,0.30,1.45,13.86,84.39,,,0.01,0.04,99.96,,,1.93,6.11,91.95,,,0.07,1.11,98.83,,,0.99,6.34,92.67,,,0.52,14.27,85.21,,,0.87,6.90,92.23,,,,0.15,99.85,0.04,0.10,0.65,9.46,89.75,,,0.09,2.40,97.51,0.06,,0.83,9.43,89.68,,,,3.11,96.89,,,0.66,7.69,91.65,,,,0.00,100.00,,,0.26,2.71,97.03,,,,0.18,99.82,,,0.05,1.65,98.29,,,,,100.00,,,,0.87,99.13,,,,,100.00,,,,0.12,99.88,,,,0.02,99.98,,,,0.17,99.83,,,,,100.00,,,,,100.00
N09000004,Causeway Coast and Glens,198374,66044,9174,0,3572,1.04,1.47,18.80,78.70,11.14,10.16,41.89,36.80,6.48,9.34,23.21,60.97,22.35,12.44,34.70,30.51,,,,,8.50,9.26,39.57,42.67,0.05,0.13,3.40,6.39,90.03,0.74,0.90,20.38,20.31,57.67,1.69,2.56,9.07,12.59,74.10,3.84,3.26,23.49,22.79,46.61,,,,,,1.56,1.14,18.87,19.21,59.22,0.13,0.30,1.59,7.55,90.43,2.90,5.24,16.03,27.78,48.05,5.11,2.54,4.85,8.67,78.82,6.27,7.46,14.17,23.63,48.47,,,,,,2.95,3.61,12.00,22.85,58.58,0.03,0.09,0.58,2.54,96.77,0.53,0.71,8.66,18.87,71.24,0.78,2.58,4.44,6.66,85.54,3.29,2.29,8.76,20.73,64.93,,,,,,1.56,0.93,7.27,15.93,74.32,0.01,0.01,0.17,0.10,99.71,0.13,0.22,1.41,6.48,91.77,0.60,1.36,2.25,2.62,93.17,1.93,1.05,2.30,7.15,87.56,,,,,,1.24,0.83,1.82,6.17,89.94
N09000005,Derry City and Strabane,124158,62579,4310,0,1270,1.37,1.08,14.39,83.15,4.10,3.61,48.53,43.76,15.79,9.20,22.75,52.26,21.40,9.54,36.22,32.85,,,,,1.44,4.20,44.12,50.23,0.35,0.32,4.53,4.29,90.51,1.25,0.78,17.12,19.02,61.84,3.57,3.56,16.12,13.47,63.27,12.43,2.75,23.39,16.52,44.91,,,,,,0.07,0.22,20.57,16.40,62.73,0.67,0.84,1.10,5.12,92.26,2.27,1.79,9.79,12.44,73.71,7.86,7.63,8.76,12.21,63.54,15.07,5.42,15.19,17.81,46.52,,,,,,0.44,1.44,12.28,19.60,66.23,0.31,0.24,0.96,3.80,94.70,1.15,0.61,6.72,10.00,81.53,2.88,3.02,6.98,13.61,73.52,11.45,2.94,10.76,17.97,56.88,,,,,,,0.15,7.16,16.97,75.72,0.11,0.15,0.31,0.68,98.74,0.62,0.55,1.19,4.50,93.14,1.00,1.72,4.42,6.20,86.66,7.35,3.87,3.39,12.20,73.20,,,,,,,,0.07,8.59,91.33
