laua,laua_name,2G_prem_out_0,2G_prem_out_1,2G_prem_out_2,2G_prem_out_3,2G_prem_in_0,2G_prem_in_1,2G_prem_in_2,2G_prem_in_3,2G_geo_out_0,2G_geo_out_1,2G_geo_out_2,2G_geo_out_3,2G_abrd_in_0,2G_abrd_in_1,2G_abrd_in_2,2G_abrd_in_3,2G_mway_in_0,2G_mway_in_1,2G_mway_in_2,2G_mway_in_3,2G_mway_ard_in_0,2G_mway_ard_in_1,2G_mway_ard_in_2,2G_mway_ard_in_3,3G_prem_out_0,3G_prem_out_1,3G_prem_out_2,3G_prem_out_3,3G_prem_out_4,3G_prem_in_0,3G_prem_in_1,3G_prem_in_2,3G_prem_in_3,3G_prem_in_4,3G_geo_out_0,3G_geo_out_1,3G_geo_out_2,3G_geo_out_3,3G_geo_out_4,3G_abrd_in_0,3G_abrd_in_1,3G_abrd_in_2,3G_abrd_in_3,3G_abrd_in_4,3G_mway_in_0,3G_mway_in_1,3G_mway_in_2,3G_mway_in_3,3G_mway_in_4,3G_mway_ard_in_0,3G_mway_ard_in_1,3G_mway_ard_in_2,3G_mway_ard_in_3,3G_mway_ard_in_4,4G_prem_out_0,4G_prem_out_1,4G_prem_out_2,4G_prem_out_3,4G_prem_out_4,4G_prem_in_0,4G_prem_in_1,4G_prem_in_2,4G_prem_in_3,4G_prem_in_4,4G_geo_out_0,4G_geo_out_1,4G_geo_out_2,4G_geo_out_3,4G_geo_out_4,4G_abrd_in_0,4G_abrd_in_1,4G_abrd_in_2,4G_abrd_in_3,4G_abrd_in_4,4G_mway_in_0,4G_mway_in_1,4G_mway_in_2,4G_mway_in_3,4G_mway_in_4,4G_mway_ard_in_0,4G_mway_ard_in_1,4G_mway_ard_in_2,4G_mway_ard_in_3,4G_mway_ard_in_4,Voice_prem_out_0,Voice_prem_out_1,Voice_prem_out_2,Voice_prem_out_3,Voice_prem_out_4,Voice_prem_in_0,Voice_prem_in_1,Voice_prem_in_2,Voice_prem_in_3,Voice_prem_in_4,Voice_geo_out_0,Voice_geo_out_1,Voice_geo_out_2,Voice_geo_out_3,Voice_geo_out_4,Voice_abrd_in_0,Voice_abrd_in_1,Voice_abrd_in_2,Vocie_abrd_in_3,Voice_abrd_in_4,Voice_mway_in_0,Voice_mway_in_1,Voice_mway_in_2,Voice_mway_in_3,Voice_mway_in_4,Voice_mway_ard_in_0,Voice_mway_ard_in_1,Voice_mway_ard_in_2,Voice_mway_ard_in_3,Voice_mway_ard_in_4,Data_prem_out_0,Data_prem_out_1,Data_prem_out_2,Data_prem_out_3,Data_prem_out_4,Data_prem_in_0,Data_prem_in_1,Data_prem_in_2,Data_prem_in_3,Data_prem_in_4,Data_geo_out_0,Data_geo_out_1,Data_geo_out_2,Data_geo_out_3,Data_geo_out_4,Data_abrd_in_0,Data_abrd_in_1,Data_abrd_in_2,Data_abrd_in_3,Data_abrd_in_4,Data_mway_in_0,Data_mway_in_1,Data_mway_in_2,Data_mway_in_3,Data_mway_in_4,Data_mway_ard_in_0,Data_mway_ard_in_1,Data_mway_ard_in_2,Data_mway_ard_in_3,Data_mway_ard_in_4,per_sites_with_fibre_backhaul
S12000005,Clackmannanshire,,0.01,11.46,88.53,0.6,2.42,41.35,55.63,3,3.06,13.8,80.14,0.3,2.2,34.82,62.69,16.11,11.59,27.45,44.85,0.16,1.63,31.57,66.63,,,0.06,0.37,99.57,,,11.21,11.26,77.53,0.32,0.73,5.72,9.13,84.1,,,9.9,15,75.1,3.23,3.04,14.34,23.03,56.36,,,10.23,13.49,76.28,,,0.01,0.2,99.8,0.01,0.03,0.8,14,85.16,3.25,2.42,2.89,8.78,82.67,,0.61,5.94,16.37,77.08,12.27,5.52,7.41,19.48,55.32,,0.98,6.5,14.55,77.97,,,0,0.08,99.92,,,0.35,3.36,96.28,0.32,0.65,2.92,5.86,90.26,,,2.8,9.4,87.8,,2.93,7.35,20.86,65.74,,,3.72,8.74,87.54,,,,,100,,,0.01,0.18,99.81,0.13,0.36,0.92,1.32,97.27,,,,5.61,94.39,,,2.4,8.49,84.96,,,,6.32,93.68,80
S12000006,Dumfries and Galloway,1.39,2.13,17.93,78.55,9.18,9.08,36.97,44.77,17.31,13.06,21.97,47.66,24.75,16.96,29.29,29,46.2,19.22,18.15,16.42,10.85,13.89,38.09,37.16,0.26,0.44,6.13,5.74,87.43,1.48,1.75,18.67,16.84,61.25,4.2,5.39,18.53,17.83,54.05,7.73,5.18,24.29,20.83,41.96,16.95,11.49,21.78,19.32,30.46,1.01,2.37,25.75,21.87,49.01,0.47,0.98,1.91,4.59,92.05,3.06,4.87,8.82,18.83,64.41,9.81,9.07,10.94,15.68,54.5,8.24,15.23,17.6,21.73,37.2,26.02,18.84,17.31,15.81,22.01,2.89,8.17,16.29,26.3,46.35,0.12,0.29,0.75,3.02,95.81,0.86,1.42,4.8,13.07,79.85,3.43,3.77,6.46,13.64,72.7,3.82,5.45,10.22,21.66,58.85,,9.41,13.2,20.16,43.53,0.4,1.45,8.88,22.17,67.09,0.03,0.15,0.27,0.65,98.9,0.45,0.74,1.5,3.82,93.48,1.92,2.25,3.57,6.77,85.5,1.94,4.1,6.09,11.15,76.72,,,9.33,13.64,60.95,0.14,0.97,3.35,10.75,84.79,80
S12000008,East Ayrshire,0.05,0.19,4.15,95.62,2.51,6.05,25.89,65.55,12.49,10.87,18.69,57.95,13.13,13.54,26.84,46.49,36.54,19.42,22.08,21.97,4.16,10.89,30.27,54.68,0.01,0.01,0.4,1.04,98.53,0.05,0.22,4.62,7.57,87.53,3.75,3.32,16.22,14.98,61.74,3.43,3.62,16.32,17.86,58.77,12.51,9.68,23.31,20.78,33.73,0.37,0.7,11.02,19.18,68.73,0.01,0.08,0.23,3.13,96.55,0.67,2.77,7.79,14.01,74.76,9.93,7.16,9.67,14.76,58.48,6.72,10.07,12.05,20.94,50.22,28,15.8,17.29,17.29,21.62,0.57,5.29,11.37,24.29,58.47,0.01,0,0.07,0.62,99.3,0.03,0.17,1.69,3.17,94.94,3.49,2.79,7.89,11.93,73.9,1.5,4.39,7.23,11.8,75.07,,9.15,16.03,17.52,46.15,,0.57,4.55,9.37,85.51,0,0.01,0.01,0.02,99.96,0.01,0.06,0.2,1.42,98.31,2.76,2.02,2.71,5.62,86.89,0.65,3.11,2.37,5.64,88.23,,,8.67,11.84,64.76,,0.45,0.41,3.19,95.95,74
S12000010,East Lothian,0.21,0.15,3.82,95.82,1.22,2.97,28.38,67.43,9.23,4.64,15.82,70.31,8.75,7.1,23.17,60.97,24.43,13.34,24.21,38.01,2.35,4.87,21.98,70.8,0.02,0,1.25,2.41,96.31,0.19,0.19,5.36,10.42,83.84,2.61,2.22,8.25,9.56,77.37,2.28,1.24,11.17,20.88,64.43,9.51,4.32,15.78,24.76,45.63,,0.21,5.01,17.69,77.09,0.15,0.03,0.22,1.31,98.3,0.42,0.71,4.36,11.24,83.27,6.63,3.99,5.89,9.23,74.25,5.11,3.45,7.06,11.79,72.58,17.68,8.72,13.26,15.81,44.54,0.11,1.69,5.14,9.9,83.17,0.02,0,0.14,0.77,99.06,0.17,0.08,2.78,2.73,94.24,2.6,2.15,5.87,5.27,84.11,2.28,0.96,5.96,7.72,83.08,,3.92,9.92,16.09,60.62,,0.05,1.43,4.99,93.52,0.01,0.01,0.02,0.12,99.84,0.15,0.03,0.16,1.16,98.5,1.18,2.17,3.3,3.05,90.3,2,0.31,1.09,3.44,93.16,,,5.3,7.72,76.92,,,,1.3,98.7,49
S12000011,East Renfrewshire,0.01,0.03,0.5,99.47,0.09,1.25,13.75,84.92,2.17,4.23,16.85,76.75,9.1,9.09,17.59,64.22,16.91,14.48,28.45,40.15,,3.11,18.04,78.84,,0.01,0.02,0.42,99.55,0.01,0.01,1.4,5.5,93.08,0.04,0.27,10.25,12.82,76.61,0.97,2.27,7.62,14.72,74.42,1.74,3.76,21.08,22.7,50.72,,,1.4,9.55,89.05,0.01,,0.02,0.06,99.92,0.05,0.14,0.75,7.56,91.5,1.08,1.21,5.1,9.62,82.98,6.27,3.34,5.43,14.36,70.6,11.4,8.51,14.51,17.29,48.3,,,2.25,12.35,85.4,,0.01,0,0.02,99.98,0.01,0.01,0.08,1.24,98.66,0.04,0.25,4.29,7.66,87.75,0.97,1.95,3.78,8.28,85.02,,3.2,15.53,12.04,67.58,,,,2.93,97.07,,,,0.01,99.99,0.01,,0.01,0.05,99.93,0.01,0.05,0.38,1.5,98.07,0.43,0.33,1.07,4.61,93.57,,,5.02,8.98,84.2,,,,,100,68
S12000013,Na h-Eileanan Siar,4.6,11.33,21.01,63.06,22.79,22.75,21.7,32.76,20.9,15.7,23.17,40.23,27.95,24.55,27.11,20.39,47.4,19.59,18.27,14.74,21.45,23.44,29.78,25.33,7.26,5.53,20.82,12.95,53.44,17.15,6.42,27.43,13.36,35.64,13.97,10.54,30.41,15.03,30.06,25.36,8.49,34.71,10.89,20.55,33.19,10.49,29.72,11.16,15.44,22.59,8.04,34.23,11.18,23.95,3.3,22.16,7.48,17.39,49.67,13.77,28.02,11.51,14.17,32.54,15.83,24.06,11.42,21.05,27.63,18.08,34.63,16.35,17.57,13.37,35.52,26.94,12.81,12.64,12.08,15.84,33.5,17.4,18.66,14.6,1.08,5.2,7.14,16.9,69.69,5.39,12.37,17.78,18.13,46.32,8.09,8.13,14.63,22.03,47.12,6.4,17.47,23.3,24.67,28.16,,14.33,21.27,18.91,23.54,3.94,14.3,25.6,24.21,31.96,0.64,7.19,11.76,12.27,68.13,3.1,14.32,13.74,13.83,55,4.98,10.53,12.33,17.09,55.06,3.94,20.74,15.17,21.99,38.17,,,15.36,17.56,33.68,3.23,19.52,18.1,20.93,38.22,51
S12000014,Falkirk,0.01,0.17,4.34,95.48,0.48,1.48,29.88,68.15,1.91,4.95,12.91,80.22,5.58,6.35,29.68,58.39,13.57,10.22,26.53,49.68,0.73,2.13,26.78,70.36,,0.05,0.34,1.32,98.3,0.17,0.28,6.36,12.48,80.71,0.02,0.69,2.74,8.46,88.09,2.57,1.63,8.95,18.58,68.27,3.6,3.41,12.13,19.7,61.16,,,4.71,16.61,78.68,0.02,0.09,0.81,1.16,97.92,0.3,0.42,4.25,22.61,72.42,0.24,2.31,3.85,8.68,84.92,3.04,3.58,7.63,23.19,62.55,5.37,8.67,9.71,21.06,55.19,0.06,0.22,4.35,18.64,76.72,,0.02,0.04,0.34,99.6,0.07,0.1,1.16,6.53,92.14,,0.1,0.78,3.56,95.56,0.78,2.22,2.8,10.91,83.28,,2.91,5.51,13.8,76.08,,,0.44,6.95,92.62,,,,0.01,99.99,0.02,0.08,0.8,1.1,97.99,,,0.07,0.84,99.09,0.27,1.38,2.5,3.32,92.53,,,3.01,6.61,88.2,,,,0.43,99.57,52
S12000017,Highland,1.97,1.65,13.98,82.4,6.92,7.72,32.75,52.61,35.33,11.11,18.68,34.88,25.19,16.75,29.94,28.13,60.33,13.4,14.39,11.87,22.87,16.07,30.47,30.59,1.44,1.08,5.24,6.61,85.64,3.14,1.63,13.85,14.91,66.47,23.73,10.03,21.95,13.63,30.66,14.04,7.54,25.24,18.78,34.41,42.62,10.25,20.34,11.62,15.18,12.88,7.74,24.89,18.11,36.39,1.24,2.11,2.14,8.89,85.62,3.5,4.24,6.08,24.13,62.05,29.31,15.56,12.31,15.38,27.45,14.38,18.54,16.63,21.65,28.81,48.81,16.83,11.71,11.02,11.64,12.46,18.99,17.92,22.69,27.94,0.72,0.61,1.44,3.27,93.95,1.77,1.79,3.97,11.27,81.2,18.78,8.71,10.8,15.32,46.38,6.71,8.38,13.46,21.3,50.15,,11.64,13.68,15.18,23.37,5.4,8.28,14.25,20.53,51.55,0.41,0.83,1.85,1.37,95.55,1.15,1.67,2.29,3.57,91.32,13.43,9.54,12.72,12.3,52.02,3.92,9.55,13.75,12.1,60.68,,,13.08,12.4,33.01,2.7,9.4,15.99,12.5,59.42,74
S12000018,Inverclyde,0.03,0.03,0.37,99.57,0.42,2.94,13.18,83.46,3.97,6.09,12.18,77.76,11.15,6.02,18.94,63.89,24.05,16.52,21.44,37.99,0.55,4.84,23.91,70.7,,0,0.05,0.26,99.69,0.03,0.03,0.37,1.9,97.67,0.04,0.36,4.19,6.73,88.69,1.33,4.25,3.28,7.33,83.81,3.69,4.19,10.01,21.16,60.95,,,0.37,6.64,92.98,0.02,0.01,0.02,4.63,95.33,0.21,0.4,5.69,7.91,85.8,2.97,3.36,7.18,18.22,68.27,9.33,3.66,8.24,20.28,58.5,15.92,15.16,16.41,22.46,30.05,0.19,1.11,7.61,18.17,72.93,,0,0.02,0.13,99.85,0.03,0.03,0.26,1.19,98.49,0.04,0.34,2.42,5.8,91.41,1.33,4.25,2.54,4.61,87.27,,3.92,8.52,19.55,64.4,,,,2.19,97.81,,0,,0.03,99.97,0.02,0,0.02,0.71,99.25,,0.09,0.43,2.8,96.68,0.48,1.21,3.04,4.37,90.9,,,5.32,11.11,78.89,,,,0.56,99.44,72
S12000019,Midlothian,0.07,0.07,3.48,96.39,0.68,1.91,26.93,70.49,4.56,4.19,20.2,71.04,6.81,7.69,30.62,54.88,19.36,12.39,32.93,35.32,3.13,6.58,31.39,58.91,0.01,0.01,0.11,0.82,99.05,0.04,0.06,3.27,9.43,87.2,0.26,1.12,8.9,10.29,79.43,0.71,0.75,9.98,17.95,70.61,4.64,3.47,20.8,22.85,48.25,0.07,0.2,6.17,16.72,76.83,0.02,0.03,0.13,0.53,99.3,0.24,0.3,4.22,21.17,74.08,2.53,2.39,5.44,10.32,79.33,2,2.99,8.09,26.38,60.54,10.83,7.81,16.73,24.92,39.72,0.53,1.46,6.62,25.01,66.38,0.01,0.01,0.03,0.24,99.71,0.03,0.07,0.6,5.52,93.79,0.24,0.89,3.61,7.93,87.32,0.51,0.75,3.15,11.97,83.62,,3.18,12.52,18.28,61.78,0.07,0.2,1.53,8.63,89.56,,0.01,0.01,0.04,99.95,0.02,0.02,0.13,0.36,99.47,0.11,0.51,0.85,2.62,95.92,0.2,0.36,0.51,4.33,94.6,,,4.81,9.85,80.76,,0.14,0.13,1.67,98.05,68
S12000020,Moray,0.75,1.08,16.85,81.31,4.48,6.64,40.7,48.18,19.47,11.87,28.69,39.97,22.21,15.66,37.68,24.44,41.88,19.17,24.74,14.21,19.1,11.7,41.09,28.11,0.32,0.29,5.16,7.28,86.94,1.01,1.17,23.04,16.65,58.13,8.62,6.71,16.76,21.01,46.9,10.89,5.88,22.39,24.94,35.9,23.09,9.15,21.84,22.46,23.46,9.4,4.29,24.11,24.12,38.09,0.3,0.78,2.73,12.62,83.57,1.33,4.25,16.41,26.66,51.35,12.3,8.85,15.64,19.61,43.6,9.02,15.36,16.31,28.8,30.51,26.42,16.4,18.8,20.08,18.3,6.98,14.37,16.22,31.44,31,0.11,0.29,1.26,3.28,95.07,0.43,0.96,8.04,13.63,76.94,6.39,5.38,8.99,15.56,63.68,3.72,9.94,11.03,23.35,51.96,,10.05,14.62,23.01,34.19,3.56,7.58,10.76,23.69,54.4,0.02,0.11,1.3,1.2,97.38,0.2,0.75,2.7,7.22,89.13,3.03,3,10.1,9.37,74.49,1.13,7.83,10.5,13.66,66.89,,,14.6,15.15,50.21,1.44,4.82,10.39,13.59,69.76,58
S12000021,North Ayrshire,0.18,1.9,3.22,94.71,1.78,4.79,31.49,61.94,16.52,14.34,15.4,53.74,9.96,16.93,28.13,44.98,35.3,27.53,16.57,20.59,6.84,18.7,28.43,46.04,0.15,0.86,1.83,0.76,96.41,1.73,0.69,3.38,7.71,86.48,9,5.95,17.24,10.11,57.69,6.81,3.16,8.2,13.96,67.86,24.25,10.2,14,15.31,36.24,9.72,3.55,5.89,13.34,67.5,0.05,0.08,2.51,0.73,96.65,0.4,0.78,4.46,13.56,80.79,10.54,6.45,19.61,13.63,49.77,6.74,4.5,16.79,17.13,54.84,23.93,12.46,26.63,12.17,24.8,5.47,4,17.4,17.02,56.12,0.03,0.02,0.17,1.02,98.76,0.18,0.3,2.42,2.51,94.59,6.95,3.04,5.46,8.89,75.66,3.35,1.6,6.25,9.22,79.57,,7.49,13.47,15.25,47.63,3.28,2.03,7.53,7.73,79.43,0.01,0.02,0.45,0.84,98.68,0.04,0.06,2.03,0.94,96.93,3.11,2.5,7.47,8.32,78.59,3,0.88,5.14,4.84,86.15,,,15.51,12.29,56.53,3.43,0.82,8.58,4.89,82.29,77
S12000023,Orkney Islands,3.73,5.86,38.32,52.09,19.88,13.39,42.13,24.59,9.49,12.11,18.92,59.48,33.77,24.21,19.16,22.86,37.14,25.35,16.66,20.85,24.49,17.57,24.54,33.4,4.78,3.22,13.3,12.49,66.21,12.66,5.44,39.45,13.96,28.49,9.15,7.74,25.75,16.57,40.79,26.1,11.74,28.19,12.61,21.37,28.71,11.4,23.67,12.8,23.42,13.01,7,33.03,15.38,31.59,0.47,4.41,13.22,29.49,52.41,8.37,15.05,15.54,40.95,20.09,3.28,8.74,26.25,15.06,46.68,12.12,26.63,30.81,13.49,16.95,16.28,24,29.81,11.13,18.77,12,20.24,21.63,16.92,29.2,0.03,0.69,3.39,8.09,87.82,2.7,7.18,11.71,36.37,42.04,1.06,2.36,6.52,12.37,77.69,4.74,14.44,19.31,21.07,40.45,,13.8,18.82,17.37,40.98,2.51,8.75,18.77,20.09,49.87,0,0.31,6.5,2.72,90.47,0.43,3.88,11.92,21.86,61.91,0.45,1.49,12.08,6.79,79.19,0.53,7.83,24.78,14.54,52.32,,,23.53,11.51,53.82,0.9,6.14,10.04,15.68,67.24,67
S12000026,Scottish Borders,1.29,1.83,8.08,88.8,4.54,4.56,22.51,68.39,23.37,9.52,19.75,47.36,18.24,10.25,31.14,40.38,43.44,12.54,21.47,22.55,6.29,8.26,34.38,51.07,0.63,0.27,2.52,2.81,93.76,1.39,0.72,7.91,10.14,79.85,9.9,6.98,16.77,12.73,53.62,11.06,2.98,15.9,17.38,52.67,24.11,8.38,20.92,16.01,30.58,1.95,1.83,14.97,18.31,62.94,0.91,1.38,0.72,2.82,94.18,2.14,2.73,3.45,12.41,79.27,16.8,10.07,8.07,12.33,52.73,12.99,6.82,8.71,21.72,49.76,32.76,12.12,10.56,16.24,28.32,4.23,4.9,7.7,24.18,58.99,0.54,0.25,1.43,1.17,96.62,1.14,0.68,3.25,6.97,87.97,8.08,6.42,9.43,11.28,64.79,8.9,3.16,7.46,16.13,64.35,,9.15,13.34,16.01,40.62,0.48,1.59,5.59,17.78,74.55,0.33,0.28,1.11,0.51,97.77,0.86,0.52,1.52,2.01,95.09,4.49,5.42,7.69,7.47,74.93,7.49,3.24,3.63,7.4,78.24,,,8.43,10.66,56.75,0.75,1.06,2.16,7.85,88.19,57
S12000027,Shetland Islands,3.8,9.52,40.04,46.64,16.11,17.25,38.98,27.66,13.91,14.78,19.48,51.83,32.97,23.83,18.12,25.08,39.24,21.41,17.44,21.91,32.26,22.37,18.52,26.86,0.56,1.67,25,22.64,50.12,5.33,7.61,49.22,14.7,23.15,3.24,4.74,34.75,12.85,44.42,11.25,13.03,39.92,9.95,25.85,17.03,11.56,34.14,10.94,26.34,10.12,12.71,37.07,10.07,30.03,0.68,4.6,6.64,13.32,74.77,6.65,14.03,13.76,18.45,47.11,4.94,9.62,12.54,23.26,49.65,14.81,25.17,15.81,19.5,24.71,20.29,21.77,16.67,18.55,22.71,13.78,24.29,14.75,18.02,29.15,0.1,0.69,1.94,11.53,85.75,2.81,5.56,13.45,20.72,57.46,1.52,3.12,6.76,19.61,68.99,5.66,10.62,17.67,28.23,37.83,,10.98,15.31,22.32,40.65,5.58,10.37,14.96,25.44,43.64,0.06,0.17,0.67,4.3,94.8,0.62,2.2,6.72,12.9,77.57,0.81,1.33,2.74,9.72,85.4,2.37,3.94,11.91,24.29,57.48,,,10.63,18.91,58.35,2.16,3.41,10.8,21.93,61.71,55
S12000028,South Ayrshire,0.5,0.42,3.26,95.81,3,3.57,24.82,68.62,20.94,14.65,16.3,48.11,14.43,11.33,31.62,42.61,44.85,15.14,18.02,22,6.32,7.96,32.76,52.95,0.3,0.06,0.41,1.26,97.97,0.46,0.33,4.49,10.74,83.98,6,7.74,15.3,14.84,56.13,3.8,2.28,13.24,21.66,59.02,19.92,11.01,17.22,16.98,34.87,0.51,0.83,11.36,20.1,67.2,0.31,0.13,0.22,1.27,98.07,0.89,1.1,3.52,7.27,87.22,13.97,11.57,8.93,12.47,53.06,6.48,7.02,12.28,21.9,52.32,28.06,17.66,12.74,16.23,25.3,2.22,4.2,11.56,22.76,59.26,0.27,0.06,0.06,0.4,99.21,0.4,0.24,0.94,3.07,95.35,5.31,5.46,7.93,14.03,67.27,2.74,2.73,6.14,14.2,74.19,,8.83,14.05,14.57,45.29,0.39,0.66,4.41,14.17,80.37,0.23,0.07,0.04,0.21,99.45,0.31,0.1,0.19,0.83,98.57,3.39,3.08,4.5,9.09,79.95,1.34,2.03,3.27,7.5,85.87,,,10.64,11.48,57.61,0.08,0.23,2.57,8.52,88.6,90
S12000029,South Lanarkshire,0.12,0.35,2.83,96.7,1.39,2.18,22.01,74.42,8.55,9.04,16.86,65.56,7.47,7.53,27.76,57.23,28.06,14.83,22.33,34.78,2.49,5.31,28.25,63.95,0.01,0.01,0.17,1.31,98.51,0.14,0.22,3.73,5.95,89.96,1.13,2.37,10.45,12.97,73.09,1.61,1.82,8.25,16.32,72,8.33,8.12,14.86,20.82,47.87,,0.04,6.05,15.03,78.88,0.04,0.06,0.26,1.2,98.44,0.4,0.8,4.23,17.7,76.88,6.95,4.77,7.64,17.2,63.44,3.39,5.44,9.62,25.8,55.74,21.84,10.43,12.57,22.24,32.92,0.75,2.56,8.46,27.23,60.99,0.01,0.01,0.04,0.2,99.74,0.09,0.19,1.4,3.26,95.06,1.08,2.08,5.6,10.14,81.11,0.77,1.8,4.55,11.35,81.53,,7,10.16,15.93,59,,0.02,2.37,10.55,87.05,0.01,0.01,0,0.06,99.93,0.03,0.07,0.2,0.57,99.14,0.62,1.15,2.37,5.2,90.67,0.47,1.18,2.16,5.61,90.58,,,6.64,10.73,72.47,,,0.45,3.97,95.58,62
S12000030,Stirling,0.61,0.39,13.24,85.76,3.64,4.69,24.33,67.34,26.04,7.91,20.02,46.02,13.86,10.96,40.15,35.03,43.83,15.33,23.19,17.65,7.31,10.18,40.88,41.62,0.39,0.3,1.83,4.53,92.95,0.81,0.41,9.94,9.55,79.29,15.82,6.31,13.84,13.01,51.02,7.6,3.06,14.9,22.67,51.77,28.06,7.52,16.26,18.62,29.53,2.42,3.6,16.6,23.7,53.68,0.45,0.77,0.95,4.14,93.68,1.94,2.02,6.89,18.65,70.49,21.52,10.13,9.3,16.41,42.63,8.56,10.12,15.52,23.09,42.71,36.24,13.81,13.91,16.84,19.21,6.12,7.45,16.29,22.52,47.63,0.09,0.32,0.36,1.17,98.06,0.44,0.52,4.62,6.93,87.49,12.99,6.55,8.83,10.4,61.23,3.94,4.85,8.05,17.08,66.08,,8.17,12.15,16.93,38.05,0.74,2.78,8.46,18.07,69.95,0.06,0.4,0.86,0.36,98.32,0.35,0.59,1.02,1.93,96.11,8.61,7.51,8.41,8.09,67.38,3.19,4.73,7.48,7.95,76.65,,,9.17,10.84,50.63,0.51,2.15,9.05,9.21,79.08,49
S12000033,Aberdeen City,,0.01,2.15,97.84,0.05,0.44,20.02,79.5,0.23,1.01,13.2,85.56,1.89,1.71,21.66,74.74,6.23,7.91,29.47,56.39,1.53,1.7,22.45,74.32,,,0.1,0.84,99.06,,0,4.79,8.08,87.13,,0.01,1.74,5.01,93.24,,0.06,3.73,10.17,86.04,0.09,0.53,11.5,18.28,69.6,,,3.48,11.33,85.2,,,0.05,0.48,99.47,0.01,0.23,1.9,6.01,91.86,0.01,0.12,0.66,4.58,94.62,0.42,0.36,2.93,9.87,86.41,1.83,3.42,7.77,18.01,68.97,0.4,0.32,3.15,10.71,85.42,,,,0.04,99.96,,,0.51,3.2,96.29,,0.01,0.3,2.66,97.03,,0.06,0.67,3.5,95.78,,0.44,4.63,13.63,81.21,,,0.64,3.49,95.86,,,,,100,,,0.05,0.24,99.71,,,,0.21,99.79,,,0.06,0.42,99.51,,,0.6,4.27,95.01,,,,0.4,99.6,47
S12000034,Aberdeenshire,0.71,1.56,12.89,84.84,5.28,6.5,35.61,52.61,12.81,8.54,22.32,56.34,12.72,12.12,36.67,38.49,31.66,14.84,26.84,26.67,5.79,8.24,40.29,45.68,0.08,0.22,3.38,6.54,89.78,0.8,1.06,12.68,15.65,69.81,6.61,3.49,12.95,14.46,62.49,3.63,2.87,20.44,22.53,50.53,15.35,5.72,22.04,21.19,35.7,1.65,1.4,16.47,23.55,56.93,0.25,0.51,1.15,10.41,87.68,1.95,3.42,8.65,23.85,62.13,10.21,4.68,7.13,15.46,62.52,5.71,8.53,14.27,25.95,45.54,21.17,10.92,14.78,21.39,31.74,2.59,4.55,12.24,27.86,52.75,0.04,0.09,0.63,3,96.24,0.53,0.87,4.73,12.21,81.66,4.94,3.45,6.04,11.01,74.56,1.91,2.98,10.07,20.75,64.3,,5.43,12.18,20.28,48.47,0.74,1.23,7.17,19.69,71.18,0.02,0.04,0.15,0.56,99.23,0.23,0.47,0.93,4.92,93.44,3.75,2.16,3.64,5.63,84.82,0.99,2.12,3.86,10.84,82.18,,,6.55,12.2,66.93,0.26,1.03,3.04,8.45,87.22,62
S12000035,Argyll and Bute,3.12,4.35,10.15,82.37,10.88,13.6,21.82,53.7,31.04,15.75,21.34,31.87,30.55,22.47,25.05,21.94,57.33,18.73,13.84,10.1,22.95,20.68,29.46,26.91,2.24,1.81,11.22,4.56,80.17,5.98,3.3,12.99,9.1,68.62,20.45,12.3,27.88,12.12,27.24,23.22,11.59,27.35,12.03,25.81,41.3,12.5,23.04,10.24,12.92,15.64,10.39,26.83,14.37,32.77,2.11,4.67,6.02,11.24,75.96,5.63,7.87,10.78,18.78,56.94,24.94,19.21,14.89,21.4,19.55,18.34,26.79,18.45,19.42,17,44.77,22.19,13.18,11.82,8.04,14.35,24.74,18.65,21,21.27,0.64,1.32,2.93,8.15,86.96,2.89,3.47,5.66,9.81,78.17,13.61,10.49,13.8,22.53,39.58,9.43,14.08,18.61,21.53,36.36,,14.93,16.1,17.7,19.32,6.45,8.74,17.08,21.2,46.53,0.34,1.72,4.03,7.19,86.72,1.85,3.47,6.39,7.74,80.56,8.35,11.05,12.45,23.04,45.12,5.31,15.79,18.61,20.12,40.17,,,14.59,19,26.46,4.04,10.5,19.08,17.82,48.55,53
S12000036,City of Edinburgh,0,0,0.15,99.85,0.03,0.27,7.49,92.22,0.8,0.9,3.76,94.54,0.04,0.66,10.1,89.2,4.35,5.11,18.31,72.23,0.14,0.24,11.26,88.35,,,0,0.03,99.97,0,0,0.49,1.43,98.08,,,0.12,1.3,98.58,,,0.95,5.27,93.77,0.38,0.84,3.22,10.8,84.75,,,0.92,6.13,92.95,,0,,0.49,99.51,0,0.01,0.28,5.9,93.81,0.07,0.43,0.89,7.28,91.33,0.04,,0.75,12.3,86.91,2.32,1.63,5.4,20.7,69.96,0.05,,0.73,13.05,86.17,,,,0,100,0,0,0.02,0.33,99.65,,,0.02,0.3,99.68,,,0.12,2.08,97.8,,0.74,1.38,6.23,91.31,,,0.14,2.18,97.67,,,,,100,,0,0,0.01,99.99,,,,0.02,99.98,,,,,100,,,0.58,2.11,97.1,,,,0.05,99.95,59
