laua,laua_name,pixel_count,prem_count,ab_rd_count,mway_count,mway_ard_count,2G_prem_out_0,2G_prem_out_1,2G_prem_out_2,2G_prem_out_3,2G_prem_in_0,2G_prem_in_1,2G_prem_in_2,2G_prem_in_3,2G_geo_out_0,2G_geo_out_1,2G_geo_out_2,2G_geo_out_3,2G_abrd_in_0,2G_abrd_in_1,2G_abrd_in_2,2G_abrd_in_3,2G_mway_in_0,2G_mway_in_1,2G_mway_in_2,2G_mway_in_3,2G_mway_ard_in_0,2G_mway_ard_in_1,2G_mway_ard_in_2,2G_mway_ard_in_3,3G_prem_out_0,3G_prem_out_1,3G_prem_out_2,3G_prem_out_3,3G_prem_out_4,3G_prem_in_0,3G_prem_in_1,3G_prem_in_2,3G_prem_in_3,3G_prem_in_4,3G_geo_out_0,3G_geo_out_1,3G_geo_out_2,3G_geo_out_3,3G_geo_out_4,3G_abrd_in_0,3G_abrd_in_1,3G_abrd_in_2,3G_abrd_in_3,3G_abrd_in_4,3G_mway_in_0,3G_mway_in_1,3G_mway_in_2,3G_mway_in_3,3G_mway_in_4,3G_mway_ard_in_0,3G_mway_ard_in_1,3G_mway_ard_in_2,3G_mway_ard_in_3,3G_mway_ard_in_4,4G_prem_out_0,4G_prem_out_1,4G_prem_out_2,4G_prem_out_3,4G_prem_out_4,4G_prem_in_0,4G_prem_in_1,4G_prem_in_2,4G_prem_in_3,4G_prem_in_4,4G_geo_out_0,4G_geo_out_1,4G_geo_out_2,4G_geo_out_3,4G_geo_out_4,4G_abrd_in_0,4G_abrd_in_1,4G_abrd_in_2,4G_abrd_in_3,4G_abrd_in_4,4G_mway_in_0,4G_mway_in_1,4G_mway_in_2,4G_mway_in_3,4G_mway_in_4,4G_mway_ard_in_0,4G_mway_ard_in_1,4G_mway_ard_in_2,4G_mway_ard_in_3,4G_mway_ard_in_4,Voice_prem_out_0,Voice_prem_out_1,Voice_prem_out_2,Voice_prem_out_3,Voice_prem_out_4,Voice_prem_in_0,Voice_prem_in_1,Voice_prem_in_2,Voice_prem_in_3,Voice_prem_in_4,Voice_geo_out_0,Voice_geo_out_1,Voice_geo_out_2,Voice_geo_out_3,Voice_geo_out_4,Voice_abrd_in_0,Voice_abrd_in_1,Voice_abrd_in_2,Vocie_abrd_in_3,Voice_abrd_in_4,Voice_mway_in_0,Voice_mway_in_1,Voice_mway_in_2,Voice_mway_in_3,Voice_mway_in_4,Voice_mway_ard_in_0,Voice_mway_ard_in_1,Voice_mway_ard_in_2,Voice_mway_ard_in_3,Voice_mway_ard_in_4,Data_prem_out_0,Data_prem_out_1,Data_prem_out_2,Data_prem_out_3,Data_prem_out_4,Data_prem_in_0,Data_prem_in_1,Data_prem_in_2,Data_prem_in_3,Data_prem_in_4,Data_geo_out_0,Data_geo_out_1,Data_geo_out_2,Data_geo_out_3,Data_geo_out_4,Data_abrd_in_0,Data_abrd_in_1,Data_abrd_in_2,Data_abrd_in_3,Data_abrd_in_4,Data_mway_in_0,Data_mway_in_1,Data_mway_in_2,Data_mway_in_3,Data_mway_in_4,Data_mway_ard_in_0,Data_mway_ard_in_1,Data_mway_ard_in_2,Data_mway_ard_in_3,Data_mway_ard_in_4
E07000200,Babergh,59530,43552,3046,0,1565,0.14,1.8,13.68,84.37,4.23,14.13,35.3,46.34,0.97,4.65,18.51,75.88,6.35,18,31.42,44.23,,,,,4.49,15.49,31.52,48.5,,,2.36,5.33,92.31,0.17,1.16,15.65,14.07,68.96,,0.01,3.72,10.1,86.18,,0.98,16.19,21.41,61.42,,,,,,,1.08,13,19.74,66.18,0.02,0.1,1.03,3.12,95.73,1.21,3.18,9.96,17.88,67.77,0.05,0.46,1.55,6.13,91.8,1,4.96,13.1,25.07,55.87,,,,,,0.06,3.56,10.05,23.72,62.61,,,0.05,1.44,98.52,0.14,0.57,5.65,8.55,85.09,,0,0.36,2.16,97.48,,0.46,6.03,13.03,80.49,,,,,,,0.64,3.68,9.44,86.25,,,,0.01,99.99,0.01,0.06,0.76,2.62,96.56,,,,0.02,99.98,,,0.68,2.99,96.32,,,,,,,,1.21,2.36,96.44
E07000202,Ipswich,3953,65253,563,0,437,,,0.77,99.23,,0.02,17.97,82.01,,,2.31,97.69,,0.53,16.35,83.12,,,,,,0.69,17.63,81.69,,,0,0.06,99.94,,,6.36,9.32,84.32,,,0.1,0.58,99.32,,,5.88,7.83,86.29,,,,,,,,6.2,8.48,85.32,,,,0,100,,0,0.21,13.78,86.01,,,,0.38,99.62,,,1.96,13.16,84.88,,,,,,,,2.52,13.74,83.74,,,,0,100,,,0,2.92,97.08,,,,0.33,99.67,,,0.89,3.74,95.37,,,,,,,,1.15,3.9,94.96,,,,,100,,,,0,100,,,,,100,,,,0.71,99.29,,,,,,,,,0.92,99.08
E07000203,Mid Suffolk,87099,48675,3340,0,1323,0.21,4.61,18.46,76.72,8.24,22.47,35.99,33.31,0.28,4.55,27.72,67.45,11.12,23,32.43,33.45,,,,,5.21,15.31,37.06,42.42,,,4.78,10.34,84.88,0.2,4.29,21.95,18.4,55.17,,0,5,17.04,77.96,0.46,4.09,23.82,23.27,48.37,,,,,,,1.34,18.49,20.95,59.22,,0.05,0.54,5.43,93.98,2.56,7.4,13.47,23.48,53.08,0,0.08,0.79,6.25,92.88,2.94,8.78,15.42,23.66,49.19,,,,,,1.36,3.85,14.73,24.4,55.67,,,0.08,1.26,98.66,0.09,1.53,9.1,14.49,74.79,,,0.11,1.35,98.54,0.24,2.26,9.97,16.05,71.47,,,,,,,0.52,6.89,12.89,79.7,,,,0,100,,0,0.36,5.15,94.48,,,,0,100,,0.06,0.73,6.73,92.48,,,,,,,,,2.81,97.19
E07000207,Elmbridge,9641,61239,1048,73,872,,0.1,1.77,98.14,0.32,2.53,25.72,71.44,,0.46,8.07,91.48,1.82,2.49,22.14,73.56,,5.47,51.98,42.56,2.07,2.53,23.03,72.37,,,0.01,0.26,99.73,,0,4.4,6.83,88.77,,,0.09,3.26,96.65,,,3.54,7.93,88.53,,,,25.95,74.05,,,3.57,9.63,86.8,,,0,0.15,99.85,0.01,0.15,0.8,3.08,95.95,,,0.12,2.52,97.35,0.19,1.15,2.48,6.78,89.4,,,,34.19,65.81,0.23,1.38,2.53,8.24,87.62,,,,0.05,99.95,,,0.23,0.85,98.92,,,,1.36,98.64,,,0.86,5.35,93.79,,,,20.49,79.51,,,0.81,6.88,92.32,,,,,100,,,,0.1,99.9,,,,,100,,,,2.3,97.7,,,,1.37,98.63,,,,2.88,97.12
E07000208,Epsom and Ewell,3409,33433,480,0,220,,,1.51,98.49,0.03,0.84,22.45,76.68,,0.35,6.77,92.88,,1.87,22.28,75.85,,,,,,1.36,13.63,85.01,,,,0.02,99.98,,,1.15,4.8,94.05,,,0.06,2.72,97.22,,,7.08,7.71,85.22,,,,,,,,1.37,3.18,95.46,,,,0.09,99.91,,0.27,2.43,11.2,86.1,,,0.03,2.13,97.84,,0.42,2.71,11.45,85.42,,,,,,,0.91,4.54,14.1,80.45,,,,,100,,,0,1.38,98.62,,,,1.14,98.86,,,,3.73,96.27,,,,,,,,,1.36,98.64,,,,,100,,,,0.09,99.91,,,,0.06,99.94,,,,0.62,99.38,,,,,,,,,,100
E07000209,Guildford,27109,59396,2068,36,1579,0.42,0.33,5.14,94.12,2.14,4.25,22.38,71.23,3.35,2.91,21.2,72.54,3.51,7.8,31.16,57.53,,,77.82,22.18,2.73,8.29,28.81,60.17,,0,0.84,1.2,97.96,0.11,0.32,4.24,5.87,89.46,,0.24,4.34,9.76,85.66,0.44,0.44,9.14,13.69,76.28,,,,25.02,74.98,0.06,0.19,6.9,13.52,79.33,0.07,0.2,0.21,1.45,98.07,0.53,0.59,4.48,17.84,76.56,0.78,1.51,2.05,7.48,88.18,1.18,1.91,7.8,23.66,65.45,,,,22.21,77.79,0.38,1.02,5.86,20.28,72.46,,0,0.13,0.27,99.59,0.09,0.21,1.33,4.04,94.32,,0.21,0.9,4.28,94.6,0.39,0.4,3.53,10,85.68,,,,11.11,88.89,0.06,0.06,1.47,8.99,89.41,,0,0,0.06,99.94,0.06,0.1,0.2,0.79,98.85,,0.04,0.09,0.46,99.42,0.25,0.2,1.09,3.42,95.05,,,,,100,,,0.06,2.33,97.6
E07000210,Mole Valley,25824,40023,1207,126,988,0.41,0.56,5.28,93.75,4.87,4.32,23.84,66.97,6.73,6,22.9,64.37,9.15,7.37,28.39,55.08,,,22.99,77.01,1.42,4.85,31.23,62.5,0.04,0.02,1.27,2.3,96.37,0.31,0.33,6.54,9.62,83.19,0.42,0.31,6.83,14.82,77.62,0.9,1.15,15.11,16.15,66.69,,,,12.65,87.35,,,8.07,15.97,75.96,0.1,0.15,0.4,3.7,95.65,1.73,2.51,5.24,27.81,62.71,1.81,3.39,4.02,10.73,80.06,4.85,5.21,9.95,22.04,57.95,,,,20.58,79.42,0.4,1.52,7.89,24.28,65.91,0.04,0.02,0.07,1,98.87,0.29,0.23,2.45,7.5,89.52,0.34,0.24,1.05,8.14,90.23,0.58,1.15,8.5,14.99,74.78,,,,7.09,92.91,,,2.93,12.94,84.13,0,0.01,0.01,0.15,99.84,0.08,0.08,0.23,1.84,97.76,0.02,0.15,0.23,1.07,98.52,0.08,0.08,1.31,6.13,92.39,,,,1.58,98.42,,,0.2,3.24,96.56
E07000211,Reigate and Banstead,12912,64491,1144,233,906,0,0.09,0.98,98.93,0.36,2.75,20.35,76.53,0.04,0.68,10.18,89.09,2.1,4.46,31.02,62.42,0.86,7.32,42.9,48.92,0.66,2.99,30.69,65.66,,,0.09,0.3,99.61,0,0.01,2.18,5.45,92.36,,,0.53,4.31,95.17,,0.09,6.37,13.73,79.82,,,13.66,11.17,75.17,,,4.62,10.5,84.88,,,0,0.2,99.8,0.03,0.34,2.16,12.91,84.56,0.01,0.02,0.22,1.83,97.92,0.17,1.22,4.89,18.89,74.83,,0.43,7.26,24.44,67.88,,0.11,3.86,16.56,79.47,,,,0.02,99.98,,0,0.46,2.03,97.51,,,0.02,0.77,99.21,,0.09,2.27,8.3,89.35,,,7.25,13.29,79.46,,,2.2,7.84,89.97,,,,0,100,,,0,0.12,99.88,,,,0.05,99.95,,,,1.13,98.87,,,,1.28,98.72,,,,0.66,99.34
E07000212,Runnymede,7804,38809,840,281,760,0.01,0.24,1.87,97.88,0.64,5.01,29.78,64.56,0.1,1.41,12.51,85.98,1.43,7.37,30.1,61.1,,2.15,29.53,68.33,0.39,4.61,29.85,65.15,,,0.11,0.52,99.37,,0.09,3.23,7.48,89.21,,,0.24,5.76,93.99,,,7.35,11.53,81.12,,,1.43,6.03,92.55,,,7.34,8.14,84.52,,,0.06,0.77,99.17,0.16,0.8,1.49,8.52,89.03,,,0.24,8.01,91.75,0.48,2.5,4.28,16.24,76.51,,,0.36,22.75,76.89,0.39,1.71,3.28,17.58,77.04,,,,0.39,99.61,,0.06,1.04,3.16,95.73,,,,3.73,96.27,,,3.09,11.02,85.89,,,,6.39,93.61,,,2.76,8.65,88.59,,,,0.01,99.99,,,0.01,0.81,99.18,,,,0.25,99.75,,,,4.38,95.62,,,,0.71,99.29,,,,2.22,97.78
E07000213,Spelthorne,5118,45228,607,129,425,,,0.03,99.97,,0.83,10.14,89.03,,,0.35,99.65,,0.99,8.39,90.63,,,9.3,90.7,,,7.05,92.95,,,,,100,,,0.59,3.06,96.35,,,,0.06,99.94,,,0.33,2.8,96.88,,,,6.98,93.02,,,,3.76,96.24,,,,0,100,,0.01,0.06,2.87,97.07,,,,0.02,99.98,,,0.16,4.44,95.4,,,,0.77,99.23,,,0.23,3.75,96.02,,,,,100,,,0.01,0.13,99.87,,,,,100,,,,0.16,99.84,,,,,100,,,,0.23,99.77,,,,,100,,,,0,100,,,,,100,,,,,100,,,,,100,,,,,100
E07000214,Surrey Heath,9500,39124,949,197,692,,0.23,1.7,98.07,0.65,2.71,21.71,74.93,0.15,1.11,16.18,82.56,0.95,6.89,29.53,62.62,,2.03,32.09,65.88,0.59,5.26,24.31,69.84,,,0.1,0.26,99.64,,0.05,1.21,2.59,96.15,,,0.6,5.24,94.15,,,4.47,11.42,84.1,,,4.62,12.76,82.62,,,2.93,9.01,88.06,,,0.05,0.84,99.11,0.07,0.52,3.48,16.77,79.16,,,0.33,7.56,92.11,,0.63,7.08,22.76,69.53,,,1.52,27.54,70.94,,0.14,3.32,25.26,71.27,,,0.02,0.27,99.71,,0.05,0.28,1.63,98.04,,,0.02,2.27,97.71,,,1.07,8.81,90.13,,,,13.29,86.71,,,0.29,7.86,91.85,,,,,100,,,0.02,0.66,99.32,,,,0.03,99.97,,,,2.44,97.56,,,,4.1,95.9,,,,1.31,98.69
E07000215,Tandridge,24805,38750,1121,323,803,0.03,0.67,7.78,91.51,5.7,11.28,29.44,53.58,0.43,3.24,14.87,81.46,10.96,16.79,28.11,44.14,0.62,6.5,38.96,53.93,3.48,14.6,33.72,48.2,,,0.76,2.47,96.76,0.02,0.35,9.06,11.3,79.28,,,1.63,6.32,92.04,0.18,0.81,15.8,17.06,66.14,,,3.08,16.07,80.85,,0.13,6.99,15.43,77.46,,0,0.19,2.12,97.69,1,1.73,6.65,16.67,73.96,0.01,0.13,1.3,6.2,92.36,1.71,4.04,9,21.94,63.32,,,2.78,27.19,70.03,0.25,2.01,5.36,24.25,68.13,,,0.04,0.42,99.54,0,0.24,1.6,7.45,90.71,,,0.11,2.41,97.48,,0.27,4.13,11.6,84,,,0.31,12.96,86.74,,,0.88,10.58,88.54,,,,0.01,99.99,,0,0.12,0.97,98.91,,,,0.06,99.94,,,0.36,2.25,97.39,,,,,100,,,0.13,1.26,98.61
E07000216,Waverley,34516,57095,2088,0,1281,0.92,1.64,11.16,86.28,11.36,11.19,26.78,50.68,7.92,9.6,30.59,51.89,22.31,18.94,25.37,33.39,,,,,13.87,16.68,27.99,41.45,,0.12,0.64,2.68,96.57,0.59,1.12,9.31,13.89,75.08,0.01,0.39,3.92,16.32,79.36,1.45,1.94,16.39,24.78,55.44,,,,,,,0.78,12.86,20.84,65.51,0.23,0.23,0.96,3.16,95.42,1.2,2.91,8.04,18.67,69.18,0.91,2.34,5.49,12.64,78.63,3.25,6.5,17.08,21.13,52.04,,,,,,0.93,2.98,12.8,20.99,62.3,,0.1,0.21,0.68,99,0.45,0.6,2.56,7.58,88.81,0.01,0.23,1.1,6.24,92.41,1.31,0.92,5.87,18.36,73.54,,,,,,,0.47,3.68,12.75,83.1,,0,0.08,0.18,99.73,0.23,0.15,0.59,2.72,96.3,,0.01,0.13,0.59,99.27,1.02,0.24,0.93,5.97,91.84,,,,,,,,0.32,2.66,97.03
E07000217,Woking,6355,45773,569,27,430,,0,1.08,98.92,0.3,0.59,12.93,86.17,,0.09,14.17,85.74,2.1,4.38,28.11,65.41,,,33.32,66.68,,2.78,32.79,64.43,,,0,0.09,99.91,,,1.04,3.36,95.6,,,0.02,2.72,97.27,,,5.78,11.93,82.29,,,,3.7,96.3,,,6.48,11.15,82.37,,,,0.21,99.79,0.05,0.13,0.76,10.79,88.27,,,0.05,3.3,96.65,,2.45,3.32,15.78,78.45,,,,7.41,92.59,,1.39,1.85,12.99,83.77,,,,0,100,,,0.1,1.48,98.42,,,,0.83,99.17,,,1.75,4.9,93.35,,,,,100,,,1.85,3.94,94.21,,,,,100,,,,0.21,99.79,,,,,100,,,,1.57,98.43,,,,,100,,,,1.85,98.15
E07000218,North Warwickshire,28435,30812,1626,738,1336,,0.84,9.55,89.6,3.88,8.81,35.98,51.33,,1.1,11.57,87.33,0.93,10.04,38.9,50.13,,2.42,24.35,73.23,0.07,3.58,31.99,64.35,,,0.86,3.9,95.24,0.3,1.29,14.79,13.98,69.64,,,0.44,4.73,94.83,0.31,0.62,9.14,23.34,66.59,,,3.5,17.22,79.28,,,4.25,18.27,77.47,,0.16,0.43,5.21,94.19,2.66,4.03,10.47,25.26,57.58,0.01,0.14,0.83,5.63,93.39,1.05,3.64,10.05,27.83,57.43,,,3,23.85,73.16,,0.22,3.6,27.44,68.74,,,,0.61,99.39,0,0.43,2.38,14.82,82.37,,,0.01,0.93,99.06,,0.31,1.67,12.25,85.77,,,0.4,6.51,93.08,,,0.3,8.08,91.62,,,,,100,,0.16,0.33,3.98,95.53,,,,0,100,,0.06,0.25,2.16,97.53,,,,1.5,98.5,,,,1.43,98.57
E07000219,Nuneaton and Bedworth,7884,60790,787,53,349,,,1.25,98.75,0,0.51,32.77,66.71,,0.03,3.94,96.03,0.38,3.02,33.03,63.57,,,22.68,77.32,,,32.38,67.62,,,0,0.24,99.76,,,4.6,10.06,85.34,,,0.08,2.08,97.84,,,5.69,21.08,73.23,,,,26.45,73.55,,,2.58,24.68,72.75,,,0.07,0.34,99.59,0,0,1.27,10.52,88.2,,,0.15,1.89,97.96,,0.25,3.28,11.53,84.93,,,1.89,45.21,52.9,,,1.14,17.13,81.73,,,,0.06,99.94,,,0.17,1.63,98.2,,,,0.37,99.63,,,0.51,6.96,92.53,,,,7.55,92.45,,,,5.14,94.86,,,,,100,,,0.07,0.01,99.91,,,,,100,,,,,100,,,,,100,,,,,100
E07000220,Rugby,35355,50973,2307,424,1550,0.05,0.43,2.9,96.62,2.18,3.35,38.27,56.2,0.2,1.18,6.75,91.87,3.03,7.55,27.09,62.32,,0.48,17.46,82.06,2.45,6.67,28.57,62.31,,,0.21,1.11,98.67,0.01,0.31,4.93,11.22,83.52,,,0.73,2.94,96.32,,,6.39,17.95,75.66,,,0.71,8.03,91.26,,,5.58,16.14,78.28,0,0.02,0.05,0.51,99.42,0.55,0.64,2.19,11.19,85.43,0,0.04,0.16,1.55,98.24,0.17,0.86,4.2,14.01,80.75,,,0.71,7.57,91.72,0.13,0.57,3.87,13.95,81.48,,,0,0.32,99.68,0,0.2,1.1,3.36,95.34,,,0.01,0.63,99.36,,,1.3,5.7,93,,,,1.65,98.35,,,0.64,5.07,94.29,,,,,100,,0,0.04,0.47,99.49,,,,0.01,99.99,,,,0.52,99.48,,,,,100,,,,,100
E07000221,Stratford-on-Avon,97791,66844,4585,365,3017,1.28,2.71,13.23,82.78,9.56,14.79,35.49,40.17,1.39,4.3,16.3,78.01,11.05,17.5,28.83,42.62,1.13,0.26,25.65,72.95,9.98,15.22,26.72,48.09,,,2.7,5.89,91.41,0.34,1.74,18.39,16.86,62.67,,0.01,2.06,6.77,91.16,0.13,0.83,14.97,21.74,62.33,,,3.34,11.7,84.96,0.13,0.96,12.79,19.09,67.03,0,0.01,0.74,4.75,94.49,1.32,4.64,8.74,23.2,62.1,0.01,0.11,0.69,4.52,94.68,1.09,3.66,9.71,21.07,64.47,,,2.13,16.53,81.34,1.26,3.47,6.7,18.51,70.06,,,0.04,1.14,98.81,0.14,0.61,5.39,13.25,80.6,,,0.09,1.09,98.82,0.04,0.26,3.93,11.32,84.44,,,,6.01,93.99,0.07,0.3,3.46,9.39,86.79,,,,0.06,99.94,0,0.01,0.55,2.83,96.6,,,0,0.05,99.95,,,0.09,1.27,98.64,,,,0.26,99.74,,,0.07,0.97,98.96
E07000222,Warwick,28301,70096,2067,297,1557,0,0.1,4.5,95.4,1.19,2.44,29.84,66.53,0.12,0.59,8.41,90.88,2.01,4.72,26.01,67.25,,2.32,24.12,73.56,1.08,3.18,23.64,72.1,,,0.03,0.89,99.08,0.06,0.12,6.84,14.61,78.38,,,0.83,4.49,94.68,,,7.86,18.09,74.05,,,0.34,12.09,87.57,,,4.33,17.66,78.02,,0,0,0.05,99.95,0.07,0.41,1.85,4.86,92.82,,0.09,0.27,1.61,98.04,0.1,0.81,3.96,13.95,81.19,,,,9.75,90.25,0.06,0.76,3.53,13.1,82.55,,,,0.01,99.99,0,0.01,0.42,1.84,97.72,,,0.01,0.87,99.12,,,1.5,5.98,92.53,,,,2.35,97.65,,,0.91,4.51,94.58,,,,,100,,0,0,0.03,99.97,,,,0,100,,,,0.24,99.76,,,,0.34,99.66,,,,0.19,99.81
E07000223,Adur,4199,29476,347,0,328,0,0.03,0.66,99.3,0.02,0.12,20.47,79.39,1.23,5.97,10.18,82.62,,10.36,28.78,60.86,,,,,,10.97,30.15,58.88,,0,0.13,1.3,98.57,0,0.02,6.81,6.49,86.68,,0.38,8.6,12.26,78.76,,2.88,14.65,15.55,66.93,,,,,,,3.04,15.5,16.45,65,0,0,0.03,0.04,99.93,0.03,0.11,0.64,9.22,90,0.28,0.52,2.09,7.6,89.5,3.74,2.59,5.47,13.85,74.35,,,,,,3.96,2.74,5.79,14.66,72.85,,0,0.03,0.02,99.96,0,0.02,0.49,1.98,97.51,,0.14,1.3,7.12,91.43,,2.59,6.04,7.21,84.16,,,,,,,2.74,6.4,7.63,83.23,,,,,100,0,0,0.03,0.04,99.93,,,,0.09,99.91,,,2.88,3.74,93.38,,,,,,,,3.04,3.96,93
E07000224,Arun,22026,79349,1485,0,927,0.06,0.14,2.71,97.09,0.97,2.88,18.56,77.59,6.82,6.17,13.36,73.64,9.94,7.38,25.84,56.85,,,,,12.55,9.44,30.68,47.34,,0.01,0.09,0.43,99.47,0.05,0.09,4.2,6.31,89.34,0.03,0.87,6.21,9.44,83.44,1.51,1.83,8.38,18.56,69.72,,,,,,2.09,2.17,11.24,23.01,61.49,0.01,0.04,0.04,0.17,99.74,0.14,0.07,0.5,4.99,94.29,1.07,2.25,3.61,5.81,87.25,2.59,1.82,4.59,11.32,79.67,,,,,,3.17,2.37,5.51,14.97,73.97,,0,0.02,0.12,99.86,0.03,0.09,0.09,1.11,98.68,0.02,0.5,1.93,4.14,93.41,1.44,0.95,2.51,8.5,86.6,,,,,,2.09,0.98,3.14,11,82.79,,,0,0,100,0.01,0.04,0.04,0.17,99.75,,0.01,0.28,0.85,98.86,0.41,0.41,0.68,1.57,96.92,,,,,,0.55,0.66,1.09,1.97,95.73
E07000225,Chichester,78606,62622,3197,0,1903,0.53,1.08,12.57,85.82,8.4,9.01,35.34,47.25,6.52,8.27,22.98,62.23,18.91,14.95,27.57,38.57,,,,,11.48,13.65,30.64,44.22,0.03,0.17,2.02,6.11,91.67,0.52,0.61,17.44,18,63.43,0.19,1.12,7.99,15.96,74.74,3.69,4.65,18.51,21.26,51.88,,,,,,0.8,1.01,15.8,20.68,61.71,0.23,0.3,0.61,4.48,94.38,1.1,2.58,7.26,17.08,71.98,1.89,2.98,5.45,12.78,76.89,4.78,7.5,12.02,20.82,54.88,,,,,,1.22,4.2,12.34,23.28,58.96,0,0.1,0.34,1.18,98.37,0.29,0.47,2.95,8.82,87.46,0.14,0.7,2.49,8.94,87.74,2.21,3.15,6.19,14.93,73.52,,,,,,0.26,1.06,3.97,14.54,80.16,0,0,0.08,0.22,99.7,0.2,0.21,0.49,2.11,97,0.02,0.17,0.45,1.97,97.38,1.2,2.18,2.05,6.88,87.69,,,,,,0.11,0.26,1.11,5.66,92.86
E07000226,Crawley,4502,49353,507,132,540,,0.01,1.2,98.79,0.01,1.74,15.71,82.54,,0.02,8.59,91.39,0.4,6.53,17.97,75.1,,5.31,52.24,42.46,,2.42,22.06,75.52,,,,0.44,99.56,,,1.91,3.17,94.92,,,,2.23,97.77,,,5.73,11.28,82.99,,,19.64,24.25,56.11,,,7.59,8.54,83.87,,,,1,99,,0.01,0.38,11.82,87.79,,,,4.23,95.77,,0.2,1.58,18.37,79.85,,,2.27,53.75,43.98,,,1.11,22.06,76.82,,,,0.24,99.76,,,0.08,2.99,96.92,,,,1.27,98.73,,,0.2,14.43,85.37,,,0.75,34.8,64.44,,,0.37,13.72,85.91,,,,,100,,,,1,99,,,,,100,,,,5.54,94.46,,,,12.13,87.87,,,,4.83,95.17
E07000227,Horsham,53042,67518,2763,0,1985,0.11,0.51,9.09,90.3,4.96,9.77,35.08,50.19,2.36,3.81,23.47,70.35,12.09,11.78,39.32,36.8,,,,,7.08,11.2,39.97,41.74,0,0.01,0.96,2.83,96.21,0.09,0.3,12.79,13.56,73.26,0.09,0.23,5.11,11.98,82.59,0.33,1.38,21.05,22.67,54.57,,,,,,0.46,1.07,14.68,22.73,61.06,0,0.01,0.13,0.97,98.89,0.35,1.47,5.19,17.82,75.17,0.29,0.73,1.82,6.31,90.85,1.81,4.9,8.55,21.7,63.04,,,,,,0.61,3.14,6.57,22.21,67.46,,0,0.07,0.37,99.56,0.03,0.12,1.5,7.84,90.52,0.01,0.11,1.14,4.43,94.32,0.11,0.47,5.69,15.25,78.48,,,,,,0.15,0.31,3.04,13.67,82.83,,,0,0,100,0,0.01,0.11,0.81,99.07,,,0.06,0.64,99.3,,,0.36,2.59,97.05,,,,,,,,0.31,2.13,97.57
E07000228,Mid Sussex,33410,68784,2214,35,1025,0.18,0.44,5.26,94.12,3.66,9.32,29.18,57.84,5.96,7.53,20.95,65.56,13.53,11.54,29.97,44.96,,2.86,77.16,19.98,7.29,9.54,31.15,52.01,0,0,0.76,2.15,97.08,0.14,0.33,6.68,9.65,83.2,0.1,0.38,7.23,14.71,77.59,1.31,0.94,13.73,23.39,60.63,,,17.1,34.31,48.58,0.68,0.19,8.77,23.31,67.05,0.02,0.03,0.1,2.93,96.93,0.29,2.09,6.79,17.47,73.35,0.82,2.06,4.35,11.48,81.3,2.03,6.17,9.66,24.26,57.88,,,2.85,68.6,28.55,0.49,3.3,7.2,25.08,63.93,0,0,0.03,0.3,99.67,0.05,0.16,1.57,5.75,92.46,0.03,0.23,1.33,8.87,89.53,0.81,1.08,2.89,17.48,77.74,,,2.85,45.73,51.43,0.19,0.39,1.17,15.01,83.23,,,0,0.01,99.99,0.01,0.02,0.07,1.14,98.76,,0.01,0.14,1.3,98.55,,,0.68,4.06,95.26,,,,14.31,85.69,,,0.29,3.41,96.3
E07000229,Worthing,3249,51855,342,0,309,,,1.29,98.71,0,0.23,24.54,75.23,,0.56,5.03,94.41,,0.29,34.47,65.24,,,,,,0.32,36.86,62.81,,,,0.16,99.84,,,0.96,5.7,93.34,,,0.52,2.77,96.71,,,1.46,9.94,88.6,,,,,,,,1.62,11,87.38,,,,0.01,99.99,,,0.02,3.46,96.52,,0.03,0.06,1.29,98.62,,,,4.95,95.05,,,,,,,,,5.48,94.52,,,,0,100,,,,0.23,99.77,,,0.03,0.58,99.38,,,,0.87,99.13,,,,,,,,,0.97,99.03,,,,,100,,,,0.01,99.99,,,,,100,,,,,100,,,,,,,,,,100
E07000234,Bromsgrove,21697,45537,1367,379,1092,0.05,0.08,2.96,96.91,1.39,3.93,20.79,73.9,0.89,1.2,10.61,87.3,2.03,4.84,26.21,66.92,,0.8,14.8,84.4,1.9,2.82,19.25,76.04,,0,0.11,0.72,99.17,0.05,0.08,4.07,6.55,89.25,,0.01,1.1,6.38,92.51,,,6.17,15.97,77.86,,,1.61,4.23,94.16,,,4.33,11.36,84.31,0,0.01,0.04,0.44,99.52,0.09,0.39,3.18,13.04,83.3,0.06,0.27,0.61,2.57,96.48,,0.22,4.53,14.46,80.79,,,,5.03,94.97,,,2.92,10.67,86.42,,,0,0.09,99.91,0.02,0.07,0.79,4.21,94.91,,,0.03,1.32,98.65,,,1.98,6.39,91.63,,,,1.87,98.13,,,0.92,5.16,93.92,,,,,100,0,0,0.03,0.34,99.62,,,,0.02,99.98,,,,0.94,99.06,,,,,100,,,,0.82,99.18
